,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0,0021900830,1610612738,BOS,Boston,202330,Gordon Hayward,F,,37:33,125.5,125.0,109.3,110.8,16.3,14.2,0.25,3.0,22.2,0.0,0.114,0.06,7.4,0.765,0.755,0.214,0.222,107.27,106.74,88.95,84,0.192
1,0021900830,1610612738,BOS,Boston,1628369,Jayson Tatum,F,,35:32,116.0,115.4,118.2,118.4,-2.2,-3.0,0.125,1.5,10.0,0.049,0.231,0.138,6.7,0.476,0.571,0.284,0.298,103.78,104.0,86.66,78,0.172
2,0021900830,1610612738,BOS,Boston,1628464,Daniel Theis,C,,27:47,113.9,111.3,101.9,104.9,12.0,6.4,0.0,0.0,0.0,0.2,0.263,0.235,10.5,0.679,0.751,0.257,0.273,106.56,106.25,88.54,62,0.261
3,0021900830,1610612738,BOS,Boston,1627759,Jaylen Brown,G,,33:17,129.0,128.2,124.1,126.4,4.9,1.8,0.0,0.0,0.0,0.029,0.179,0.108,5.0,0.647,0.651,0.241,0.245,103.75,103.11,85.93,71,0.114
4,0021900830,1610612738,BOS,Boston,203935,Marcus Smart,G,,35:18,129.2,129.5,112.0,111.4,17.1,18.1,0.313,5.0,40.0,0.0,0.075,0.039,8.0,0.35,0.396,0.165,0.168,106.6,106.76,88.97,78,0.045
5,0021900830,1610612738,BOS,Boston,202683,Enes Kanter,,,9:04,113.9,115.0,98.3,95.0,15.5,20.0,0.0,0.0,0.0,0.231,0.4,0.304,20.0,0.0,0.0,0.208,0.207,104.61,105.88,88.24,20,-0.013
6,0021900830,1610612738,BOS,Boston,1629684,Grant Williams,,,12:37,110.1,113.8,88.8,86.7,21.3,27.1,0.077,0.0,20.0,0.118,0.077,0.1,0.0,0.0,0.0,0.125,0.125,112.75,112.29,93.58,29,-0.041
7,0021900830,1610612738,BOS,Boston,202954,Brad Wanamaker,,,22:15,109.0,105.8,109.3,106.0,-0.4,-0.2,0.056,0.0,14.3,0.03,0.043,0.036,0.0,0.25,0.521,0.095,0.103,106.74,110.02,91.69,52,0.04
8,0021900830,1610612738,BOS,Boston,1628400,Semi Ojeleye,,,4:30,102.2,100.0,76.6,72.7,25.6,27.3,0.0,0.0,0.0,0.0,0.2,0.067,0.0,0.0,0.0,0.0,0.0,112.9,117.16,97.63,11,0.083
9,0021900830,1610612738,BOS,Boston,1629641,Romeo Langford,,,19:01,105.9,104.7,96.5,95.3,9.4,9.3,0.0,0.0,0.0,0.0,0.043,0.021,0.0,0.0,0.231,0.078,0.083,107.22,108.54,90.45,43,-0.075
10,0021900830,1610612738,BOS,Boston,1629738,Vincent Poirier,,,3:06,171.4,150.0,185.7,185.7,-14.3,-35.7,0.0,0.0,0.0,0.5,0.0,0.333,0.0,1.0,1.0,0.111,0.125,108.39,116.13,96.77,8,0.083
11,0021900830,1610612738,BOS,Boston,1629035,Carsen Edwards,,DNP - Coach's Decision                  ,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
12,0021900830,1610612738,BOS,Boston,1629750,Javonte Green,,DNP - Coach's Decision                  ,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
13,0021900830,1610612750,MIN,Minnesota,1629006,Josh Okogie,F,,27:51,105.8,108.5,123.0,121.7,-17.2,-13.2,0.0,0.0,0.0,0.0,0.185,0.079,0.0,1.0,1.05,0.072,0.074,103.27,102.55,85.46,59,0.11
14,0021900830,1610612750,MIN,Minnesota,1627823,Juancho Hernangomez,F,,26:25,118.6,120.7,136.9,132.1,-18.4,-11.5,0.0,0.0,0.0,0.091,0.083,0.088,0.0,0.7,0.672,0.194,0.2,102.74,103.58,86.31,58,0.09
15,0021900830,1610612750,MIN,Minnesota,1629675,Naz Reid,C,,32:34,122.6,122.9,119.3,118.6,3.3,4.3,0.048,0.0,5.6,0.105,0.143,0.123,0.0,0.533,0.567,0.21,0.218,102.94,103.17,85.98,70,0.111
16,0021900830,1610612750,MIN,Minnesota,1627736,Malik Beasley,G,,35:45,119.5,119.5,117.7,118.2,1.8,1.3,0.05,0.5,4.5,0.0,0.098,0.049,9.1,0.667,0.699,0.239,0.247,103.6,103.38,86.15,77,0.121
17,0021900830,1610612750,MIN,Minnesota,1626156,D'Angelo Russell,G,,34:07,108.6,110.7,128.8,127.6,-20.2,-17.0,0.619,4.33,36.1,0.0,0.176,0.079,8.3,0.344,0.461,0.264,0.272,106.76,106.22,88.52,75,0.136
18,0021900830,1610612750,MIN,Minnesota,201949,James Johnson,,,20:59,79.7,78.0,111.3,116.0,-31.6,-38.0,0.125,1.0,7.7,0.04,0.167,0.109,7.7,0.278,0.418,0.222,0.236,115.56,114.37,95.31,50,0.075
19,0021900830,1610612750,MIN,Minnesota,1629633,Jarrett Culver,,,21:31,110.2,110.0,124.0,118.9,-13.8,-8.9,0.071,0.0,16.7,0.0,0.103,0.059,0.0,0.2,0.2,0.096,0.098,112.34,114.89,95.74,50,0.015
20,0021900830,1610612750,MIN,Minnesota,203459,Allen Crabbe,,,10:53,90.6,92.0,107.7,103.8,-17.1,-11.8,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.115,0.118,111.32,112.47,93.72,25,-0.1
21,0021900830,1610612750,MIN,Minnesota,1629103,Kelan Martin,,,16:02,112.3,108.3,105.9,102.6,6.5,5.7,0.3,3.0,30.0,0.0,0.13,0.081,10.0,0.0,0.347,0.194,0.202,107.12,110.77,92.31,36,0.071
22,0021900830,1610612750,MIN,Minnesota,1629162,Jordan McLaughlin,,,13:53,113.5,109.7,96.9,96.8,16.6,12.9,0.429,0.0,27.3,0.0,0.091,0.057,0.0,0.643,0.698,0.258,0.267,105.31,107.18,89.32,31,0.208
23,0021900830,1610612750,MIN,Minnesota,1628980,Jacob Evans,,DNP - Coach's Decision                  ,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
24,0021900830,1610612750,MIN,Minnesota,1626157,Karl-Anthony Towns,,DND - Injury/Illness                    ,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
