,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0,0021800137,1610612753,ORL,Orlando,203932,Aaron Gordon,F,,11:51,105.0,108.3,141.7,150.0,-36.7,-41.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.438,0.438,0.258,0.26,101.62,97.24,81.04,24,0.0
1,0021800137,1610612753,ORL,Orlando,202696,Nikola Vucevic,C,,7:14,81.3,85.7,152.5,164.3,-71.2,-78.6,0.25,0.0,25.0,0.0,0.429,0.167,0.0,0.5,0.347,0.167,0.169,99.05,92.95,77.46,14,0.115
2,0021800137,1610612753,ORL,Orlando,203095,Evan Fournier,G,,7:14,81.3,85.7,152.5,164.3,-71.2,-78.6,0.25,1.0,16.7,0.0,0.0,0.0,16.7,0.25,0.25,0.278,0.282,99.05,92.95,77.46,14,-0.038
3,0021800137,1610612753,ORL,Orlando,201571,D.J. Augustin,G,,5:19,92.9,100.0,123.7,140.0,-30.7,-40.0,0.0,0.0,0.0,0.375,0.0,0.2,0.0,0.333,0.515,0.286,0.291,99.73,90.34,75.28,10,0.241
4,0021800137,1610612753,ORL,Orlando,203082,Terrence Ross,,,11:51,105.0,108.3,141.7,150.0,-36.7,-41.7,0.091,0.0,20.0,0.0,0.1,0.037,0.0,0.0,0.0,0.129,0.13,101.62,97.24,81.04,24,-0.102
5,0021800137,1610612753,ORL,Orlando,1626170,Jerian Grant,,,6:32,114.3,114.3,156.3,157.1,-42.0,-42.9,0.167,0.0,50.0,0.0,0.0,0.0,0.0,1.5,1.5,0.059,0.059,103.15,102.86,85.71,14,0.145
6,0021800137,1610612753,ORL,Orlando,1628964,Mo Bamba,,,4:37,140.0,140.0,126.0,130.0,14.0,10.0,0.0,0.0,0.0,0.5,0.667,0.556,0.0,1.0,1.0,0.308,0.308,105.63,103.97,86.64,10,0.37
7,0021800137,1610612753,ORL,Orlando,203613,Jonathon Simmons,,,4:37,140.0,140.0,126.0,130.0,14.0,10.0,0.167,1.0,33.3,0.0,0.0,0.0,33.3,0.0,0.0,0.154,0.154,105.63,103.97,86.64,10,0.0
8,0021800137,1610612759,SAS,San Antonio,201967,Dante Cunningham,F,,1:25,100.0,100.0,266.7,266.7,-166.7,-166.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.71,84.71,70.59,2,0.0
9,0021800137,1610612759,SAS,San Antonio,202722,Davis Bertans,F,,1:25,100.0,100.0,266.7,266.7,-166.7,-166.7,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.5,0.5,84.71,84.71,70.59,2,-0.111
10,0021800137,1610612759,SAS,San Antonio,200746,LaMarcus Aldridge,C,,6:48,154.9,169.2,87.2,92.3,67.7,76.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532,0.133,0.132,98.73,91.81,76.51,13,0.038
11,0021800137,1610612759,SAS,San Antonio,201942,DeMar DeRozan,G,,6:48,154.9,169.2,87.2,92.3,67.7,76.9,0.0,0.0,0.0,0.0,0.1,0.059,0.0,1.0,1.0,0.067,0.066,98.73,91.81,76.51,13,0.075
12,0021800137,1610612759,SAS,San Antonio,1627854,Bryn Forbes,G,,10:26,145.3,154.5,82.7,85.7,62.6,68.8,0.25,2.0,20.0,0.0,0.067,0.04,10.0,0.571,0.605,0.32,0.315,103.92,98.95,82.45,22,0.15
13,0021800137,1610612759,SAS,San Antonio,201988,Patty Mills,,,8:13,148.1,160.0,119.3,125.0,28.8,35.0,0.143,0.0,33.3,0.0,0.083,0.053,0.0,0.75,0.75,0.118,0.116,96.31,90.58,75.49,15,0.085
14,0021800137,1610612759,SAS,San Antonio,2200,Pau Gasol,,,11:51,141.7,150.0,105.0,108.3,36.7,41.7,0.375,0.0,25.0,0.1,0.294,0.222,0.0,0.75,0.694,0.333,0.328,101.62,97.24,81.04,24,0.316
15,0021800137,1610612759,SAS,San Antonio,202347,Quincy Pondexter,,,3:38,130.4,133.3,75.0,75.0,55.4,58.3,0.333,0.0,50.0,0.0,0.0,0.0,0.0,1.0,1.042,0.1,0.098,113.61,112.29,93.58,9,0.296
16,0021800137,1610612759,SAS,San Antonio,201158,Marco Belinelli,,,5:03,125.0,127.3,127.3,127.3,-2.3,0.0,0.0,0.0,0.0,0.0,0.143,0.1,0.0,0.833,0.833,0.25,0.246,105.5,104.55,87.13,11,0.178
17,0021800137,1610612759,SAS,San Antonio,1629002,Chimezie Metu,,,3:38,130.4,133.3,75.0,75.0,55.4,58.3,0.0,0.0,0.0,0.333,0.2,0.25,0.0,0.0,0.0,0.0,0.0,113.61,112.29,93.58,9,0.037
