,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
0,Shot Chart Detail,0021600006,11,202391,Jeremy Lin,1610612751,Brooklyn Nets,1,10,23,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,76,232,1,0,20161026,BOS,BKN
1,Shot Chart Detail,0021600006,42,202391,Jeremy Lin,1610612751,Brooklyn Nets,1,6,48,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,11,1,1,20161026,BOS,BKN
2,Shot Chart Detail,0021600006,68,202391,Jeremy Lin,1610612751,Brooklyn Nets,1,4,23,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,11,1,0,20161026,BOS,BKN
3,Shot Chart Detail,0021600006,163,202391,Jeremy Lin,1610612751,Brooklyn Nets,2,7,48,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,84,26,1,0,20161026,BOS,BKN
4,Shot Chart Detail,0021600006,241,202391,Jeremy Lin,1610612751,Brooklyn Nets,2,2,2,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,9,-91,11,1,1,20161026,BOS,BKN
5,Shot Chart Detail,0021600006,255,202391,Jeremy Lin,1610612751,Brooklyn Nets,2,1,37,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,3,1,0,20161026,BOS,BKN
6,Shot Chart Detail,0021600006,276,202391,Jeremy Lin,1610612751,Brooklyn Nets,2,0,4,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,66,178,1,0,20161026,BOS,BKN
7,Shot Chart Detail,0021600006,289,202391,Jeremy Lin,1610612751,Brooklyn Nets,3,10,57,Made Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,8,73,33,1,1,20161026,BOS,BKN
8,Shot Chart Detail,0021600006,292,202391,Jeremy Lin,1610612751,Brooklyn Nets,3,10,36,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,73,247,1,0,20161026,BOS,BKN
9,Shot Chart Detail,0021600006,342,202391,Jeremy Lin,1610612751,Brooklyn Nets,3,5,29,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,13,1,0,20161026,BOS,BKN
10,Shot Chart Detail,0021600006,345,202391,Jeremy Lin,1610612751,Brooklyn Nets,3,4,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,202,159,1,1,20161026,BOS,BKN
11,Shot Chart Detail,0021600006,352,202391,Jeremy Lin,1610612751,Brooklyn Nets,3,4,0,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-9,259,1,1,20161026,BOS,BKN
12,Shot Chart Detail,0021600006,437,202391,Jeremy Lin,1610612751,Brooklyn Nets,4,6,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,-6,1,1,20161026,BOS,BKN
13,Shot Chart Detail,0021600006,459,202391,Jeremy Lin,1610612751,Brooklyn Nets,4,5,4,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,61,242,1,0,20161026,BOS,BKN
14,Shot Chart Detail,0021600019,18,202391,Jeremy Lin,1610612751,Brooklyn Nets,1,10,3,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,0,1,0,20161028,BKN,IND
15,Shot Chart Detail,0021600019,24,202391,Jeremy Lin,1610612751,Brooklyn Nets,1,9,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,23,-174,165,1,0,20161028,BKN,IND
16,Shot Chart Detail,0021600019,55,202391,Jeremy Lin,1610612751,Brooklyn Nets,1,6,49,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,81,195,1,1,20161028,BKN,IND
17,Shot Chart Detail,0021600019,134,202391,Jeremy Lin,1610612751,Brooklyn Nets,1,0,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,94,244,1,1,20161028,BKN,IND
18,Shot Chart Detail,0021600019,230,202391,Jeremy Lin,1610612751,Brooklyn Nets,2,2,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-9,267,1,1,20161028,BKN,IND
19,Shot Chart Detail,0021600019,239,202391,Jeremy Lin,1610612751,Brooklyn Nets,2,2,3,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-169,72,1,1,20161028,BKN,IND
20,Shot Chart Detail,0021600019,260,202391,Jeremy Lin,1610612751,Brooklyn Nets,2,0,9,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,7,1,0,20161028,BKN,IND
21,Shot Chart Detail,0021600019,272,202391,Jeremy Lin,1610612751,Brooklyn Nets,3,11,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,10,252,1,0,20161028,BKN,IND
22,Shot Chart Detail,0021600019,401,202391,Jeremy Lin,1610612751,Brooklyn Nets,3,0,42,Missed Shot,Step Back Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,32,110,1,0,20161028,BKN,IND
23,Shot Chart Detail,0021600019,445,202391,Jeremy Lin,1610612751,Brooklyn Nets,4,10,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,28,-1,1,1,20161028,BKN,IND
24,Shot Chart Detail,0021600019,462,202391,Jeremy Lin,1610612751,Brooklyn Nets,4,8,41,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-96,188,1,0,20161028,BKN,IND
