,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
0,Shot Chart Detail,0021600002,19,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,8,51,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-56,124,1,0,20161025,POR,UTA
1,Shot Chart Detail,0021600002,33,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,7,53,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20161025,POR,UTA
2,Shot Chart Detail,0021600002,55,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,5,34,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,-6,1,0,20161025,POR,UTA
3,Shot Chart Detail,0021600002,171,203486,Mason Plumlee,1610612757,Portland Trail Blazers,2,5,49,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-66,7,1,0,20161025,POR,UTA
4,Shot Chart Detail,0021600017,16,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,9,52,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,15,190,1,1,20161027,POR,LAC
5,Shot Chart Detail,0021600017,21,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,8,55,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,15,7,1,0,20161027,POR,LAC
6,Shot Chart Detail,0021600017,39,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,7,1,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,-1,1,1,20161027,POR,LAC
7,Shot Chart Detail,0021600017,179,203486,Mason Plumlee,1610612757,Portland Trail Blazers,2,7,32,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-71,16,1,0,20161027,POR,LAC
8,Shot Chart Detail,0021600017,203,203486,Mason Plumlee,1610612757,Portland Trail Blazers,2,5,59,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,8,1,1,20161027,POR,LAC
9,Shot Chart Detail,0021600017,313,203486,Mason Plumlee,1610612757,Portland Trail Blazers,3,11,4,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,7,1,1,20161027,POR,LAC
10,Shot Chart Detail,0021600017,335,203486,Mason Plumlee,1610612757,Portland Trail Blazers,3,8,58,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20161027,POR,LAC
11,Shot Chart Detail,0021600017,340,203486,Mason Plumlee,1610612757,Portland Trail Blazers,3,7,42,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20161027,POR,LAC
12,Shot Chart Detail,0021600017,368,203486,Mason Plumlee,1610612757,Portland Trail Blazers,3,4,32,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20161027,POR,LAC
13,Shot Chart Detail,0021600033,2,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,11,42,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,15,95,1,1,20161029,DEN,POR
14,Shot Chart Detail,0021600033,44,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,7,37,Missed Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,37,65,1,0,20161029,DEN,POR
15,Shot Chart Detail,0021600033,79,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,4,40,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-114,131,1,1,20161029,DEN,POR
16,Shot Chart Detail,0021600033,268,203486,Mason Plumlee,1610612757,Portland Trail Blazers,2,2,48,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20161029,DEN,POR
17,Shot Chart Detail,0021600033,281,203486,Mason Plumlee,1610612757,Portland Trail Blazers,2,1,58,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,11,1,0,20161029,DEN,POR
18,Shot Chart Detail,0021600033,321,203486,Mason Plumlee,1610612757,Portland Trail Blazers,3,10,22,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-24,188,1,1,20161029,DEN,POR
19,Shot Chart Detail,0021600033,356,203486,Mason Plumlee,1610612757,Portland Trail Blazers,3,8,11,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,2,1,0,20161029,DEN,POR
20,Shot Chart Detail,0021600033,545,203486,Mason Plumlee,1610612757,Portland Trail Blazers,4,5,3,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20161029,DEN,POR
21,Shot Chart Detail,0021600054,6,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,11,22,Missed Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-109,139,1,0,20161101,POR,GSW
22,Shot Chart Detail,0021600054,13,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,11,2,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,17,2,1,1,20161101,POR,GSW
23,Shot Chart Detail,0021600054,49,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,6,5,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,18,1,1,20161101,POR,GSW
24,Shot Chart Detail,0021600054,194,203486,Mason Plumlee,1610612757,Portland Trail Blazers,2,6,1,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,11,1,0,20161101,POR,GSW
25,Shot Chart Detail,0021600054,287,203486,Mason Plumlee,1610612757,Portland Trail Blazers,3,11,47,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20161101,POR,GSW
26,Shot Chart Detail,0021600063,3,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,11,45,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,33,129,1,0,20161102,PHX,POR
27,Shot Chart Detail,0021600063,6,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,11,8,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,7,1,0,20161102,PHX,POR
28,Shot Chart Detail,0021600063,53,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,6,45,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-153,16,1,1,20161102,PHX,POR
29,Shot Chart Detail,0021600063,66,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,5,6,Missed Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,10,21,1,0,20161102,PHX,POR
30,Shot Chart Detail,0021600063,228,203486,Mason Plumlee,1610612757,Portland Trail Blazers,2,3,32,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,11,1,0,20161102,PHX,POR
31,Shot Chart Detail,0021600063,260,203486,Mason Plumlee,1610612757,Portland Trail Blazers,2,0,50,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,50,149,1,0,20161102,PHX,POR
32,Shot Chart Detail,0021600063,288,203486,Mason Plumlee,1610612757,Portland Trail Blazers,3,10,42,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-17,77,1,0,20161102,PHX,POR
33,Shot Chart Detail,0021600063,305,203486,Mason Plumlee,1610612757,Portland Trail Blazers,3,9,14,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,89,146,1,0,20161102,PHX,POR
34,Shot Chart Detail,0021600063,319,203486,Mason Plumlee,1610612757,Portland Trail Blazers,3,7,19,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-6,105,1,0,20161102,PHX,POR
35,Shot Chart Detail,0021600063,324,203486,Mason Plumlee,1610612757,Portland Trail Blazers,3,6,51,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-12,61,1,0,20161102,PHX,POR
36,Shot Chart Detail,0021600063,347,203486,Mason Plumlee,1610612757,Portland Trail Blazers,3,4,59,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20161102,PHX,POR
37,Shot Chart Detail,0021600076,13,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,10,54,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20161104,DAL,POR
38,Shot Chart Detail,0021600076,34,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,8,54,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20161104,DAL,POR
39,Shot Chart Detail,0021600076,56,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,6,19,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-9,2,1,1,20161104,DAL,POR
40,Shot Chart Detail,0021600076,62,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,5,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,4,7,1,1,20161104,DAL,POR
41,Shot Chart Detail,0021600076,230,203486,Mason Plumlee,1610612757,Portland Trail Blazers,2,5,18,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20161104,DAL,POR
42,Shot Chart Detail,0021600076,355,203486,Mason Plumlee,1610612757,Portland Trail Blazers,3,4,55,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-71,11,1,0,20161104,DAL,POR
43,Shot Chart Detail,0021600076,489,203486,Mason Plumlee,1610612757,Portland Trail Blazers,4,6,6,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,18,-176,51,1,0,20161104,DAL,POR
44,Shot Chart Detail,0021600076,493,203486,Mason Plumlee,1610612757,Portland Trail Blazers,4,5,39,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,2,1,1,20161104,DAL,POR
45,Shot Chart Detail,0021600076,531,203486,Mason Plumlee,1610612757,Portland Trail Blazers,4,1,58,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20161104,DAL,POR
46,Shot Chart Detail,0021600088,299,203486,Mason Plumlee,1610612757,Portland Trail Blazers,3,11,43,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,32,151,1,1,20161106,MEM,POR
47,Shot Chart Detail,0021600088,308,203486,Mason Plumlee,1610612757,Portland Trail Blazers,3,10,2,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,11,-110,8,1,0,20161106,MEM,POR
48,Shot Chart Detail,0021600088,335,203486,Mason Plumlee,1610612757,Portland Trail Blazers,3,6,54,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20161106,MEM,POR
49,Shot Chart Detail,0021600103,3,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,11,42,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,0,1,1,20161108,POR,PHX
50,Shot Chart Detail,0021600103,16,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,9,42,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,1,1,1,1,20161108,POR,PHX
51,Shot Chart Detail,0021600103,20,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,9,9,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,18,-119,141,1,1,20161108,POR,PHX
52,Shot Chart Detail,0021600103,79,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,3,1,Made Shot,Jump Bank Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,30,0,1,1,20161108,POR,PHX
53,Shot Chart Detail,0021600103,238,203486,Mason Plumlee,1610612757,Portland Trail Blazers,2,1,26,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,42,159,1,0,20161108,POR,PHX
54,Shot Chart Detail,0021600103,270,203486,Mason Plumlee,1610612757,Portland Trail Blazers,3,11,33,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-6,198,1,1,20161108,POR,PHX
55,Shot Chart Detail,0021600115,8,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,10,2,Made Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-63,80,1,1,20161109,LAC,POR
56,Shot Chart Detail,0021600115,15,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,8,50,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,63,139,1,0,20161109,LAC,POR
57,Shot Chart Detail,0021600115,43,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,5,20,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-22,41,1,0,20161109,LAC,POR
58,Shot Chart Detail,0021600115,47,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,4,55,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,-9,120,1,0,20161109,LAC,POR
59,Shot Chart Detail,0021600115,180,203486,Mason Plumlee,1610612757,Portland Trail Blazers,2,7,25,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,16,1,0,20161109,LAC,POR
60,Shot Chart Detail,0021600115,241,203486,Mason Plumlee,1610612757,Portland Trail Blazers,2,2,10,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-127,121,1,0,20161109,LAC,POR
61,Shot Chart Detail,0021600115,262,203486,Mason Plumlee,1610612757,Portland Trail Blazers,2,0,29,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,176,16,1,0,20161109,LAC,POR
62,Shot Chart Detail,0021600115,282,203486,Mason Plumlee,1610612757,Portland Trail Blazers,2,0,1,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,62,-130,611,1,0,20161109,LAC,POR
63,Shot Chart Detail,0021600115,299,203486,Mason Plumlee,1610612757,Portland Trail Blazers,3,10,45,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,0,65,1,0,20161109,LAC,POR
64,Shot Chart Detail,0021600115,302,203486,Mason Plumlee,1610612757,Portland Trail Blazers,3,10,21,Missed Shot,Alley Oop Layup shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,35,16,1,0,20161109,LAC,POR
65,Shot Chart Detail,0021600115,327,203486,Mason Plumlee,1610612757,Portland Trail Blazers,3,7,47,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-119,154,1,0,20161109,LAC,POR
66,Shot Chart Detail,0021600115,330,203486,Mason Plumlee,1610612757,Portland Trail Blazers,3,7,16,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-9,52,1,0,20161109,LAC,POR
67,Shot Chart Detail,0021600128,61,203486,Mason Plumlee,1610612757,Portland Trail Blazers,1,6,5,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20161111,POR,SAC
68,Shot Chart Detail,0021600128,273,203486,Mason Plumlee,1610612757,Portland Trail Blazers,3,11,40,Made Shot,Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,7,1,1,20161111,POR,SAC
69,Shot Chart Detail,0021600128,364,203486,Mason Plumlee,1610612757,Portland Trail Blazers,3,2,7,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,17,-178,7,1,0,20161111,POR,SAC
70,Shot Chart Detail,0021600128,466,203486,Mason Plumlee,1610612757,Portland Trail Blazers,4,3,45,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,2,1,1,20161111,POR,SAC
