,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
0,Shot Chart Detail,0021600028,93,203584,Troy Daniels,1610612763,Memphis Grizzlies,1,2,59,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-102,169,1,0,20161029,NYK,MEM
1,Shot Chart Detail,0021600028,97,203584,Troy Daniels,1610612763,Memphis Grizzlies,1,2,33,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,-41,1,0,20161029,NYK,MEM
2,Shot Chart Detail,0021600028,137,203584,Troy Daniels,1610612763,Memphis Grizzlies,2,11,9,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,200,149,1,0,20161029,NYK,MEM
3,Shot Chart Detail,0021600028,561,203584,Troy Daniels,1610612763,Memphis Grizzlies,4,2,10,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,151,-6,1,1,20161029,NYK,MEM
4,Shot Chart Detail,0021600028,576,203584,Troy Daniels,1610612763,Memphis Grizzlies,4,1,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,123,213,1,0,20161029,NYK,MEM
5,Shot Chart Detail,0021600052,426,203584,Troy Daniels,1610612763,Memphis Grizzlies,4,8,34,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,151,198,1,0,20161101,MIN,MEM
6,Shot Chart Detail,0021600052,433,203584,Troy Daniels,1610612763,Memphis Grizzlies,4,8,4,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,159,198,1,0,20161101,MIN,MEM
7,Shot Chart Detail,0021600052,450,203584,Troy Daniels,1610612763,Memphis Grizzlies,4,5,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,37,247,1,0,20161101,MIN,MEM
8,Shot Chart Detail,0021600052,464,203584,Troy Daniels,1610612763,Memphis Grizzlies,4,4,46,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,42,67,1,0,20161101,MIN,MEM
9,Shot Chart Detail,0021600052,516,203584,Troy Daniels,1610612763,Memphis Grizzlies,4,1,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,174,188,1,0,20161101,MIN,MEM
10,Shot Chart Detail,0021600074,461,203584,Troy Daniels,1610612763,Memphis Grizzlies,4,8,40,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-196,169,1,0,20161104,MEM,LAC
11,Shot Chart Detail,0021600074,468,203584,Troy Daniels,1610612763,Memphis Grizzlies,4,7,57,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,11,1,0,20161104,MEM,LAC
12,Shot Chart Detail,0021600201,557,203584,Troy Daniels,1610612763,Memphis Grizzlies,4,0,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-165,249,1,0,20161121,CHA,MEM
13,Shot Chart Detail,0021600212,22,203584,Troy Daniels,1610612763,Memphis Grizzlies,1,8,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,117,234,1,0,20161123,PHI,MEM
14,Shot Chart Detail,0021600212,39,203584,Troy Daniels,1610612763,Memphis Grizzlies,1,7,22,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,1,200,1,0,20161123,PHI,MEM
15,Shot Chart Detail,0021600212,155,203584,Troy Daniels,1610612763,Memphis Grizzlies,2,9,16,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-204,170,1,1,20161123,PHI,MEM
16,Shot Chart Detail,0021600212,181,203584,Troy Daniels,1610612763,Memphis Grizzlies,2,7,8,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-125,228,1,1,20161123,PHI,MEM
17,Shot Chart Detail,0021600212,212,203584,Troy Daniels,1610612763,Memphis Grizzlies,2,4,16,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,153,205,1,0,20161123,PHI,MEM
18,Shot Chart Detail,0021600212,307,203584,Troy Daniels,1610612763,Memphis Grizzlies,3,8,33,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-168,198,1,0,20161123,PHI,MEM
19,Shot Chart Detail,0021600212,394,203584,Troy Daniels,1610612763,Memphis Grizzlies,4,11,36,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-135,134,1,0,20161123,PHI,MEM
