,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
0,Shot Chart Detail,0021900015,22,201572,Brook Lopez,1610612749,Milwaukee Bucks,1,10,43,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-170,206,1,0,20191024,HOU,MIL
1,Shot Chart Detail,0021900015,70,201572,Brook Lopez,1610612749,Milwaukee Bucks,1,7,26,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-43,36,1,0,20191024,HOU,MIL
2,Shot Chart Detail,0021900015,252,201572,Brook Lopez,1610612749,Milwaukee Bucks,2,9,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,0,262,1,0,20191024,HOU,MIL
3,Shot Chart Detail,0021900015,291,201572,Brook Lopez,1610612749,Milwaukee Bucks,2,7,2,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,29,96,1,0,20191024,HOU,MIL
4,Shot Chart Detail,0021900015,672,201572,Brook Lopez,1610612749,Milwaukee Bucks,4,7,33,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,1,87,1,0,20191024,HOU,MIL
5,Shot Chart Detail,0021900015,676,201572,Brook Lopez,1610612749,Milwaukee Bucks,4,7,5,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,100,20,1,1,20191024,HOU,MIL
6,Shot Chart Detail,0021900015,698,201572,Brook Lopez,1610612749,Milwaukee Bucks,4,5,31,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-178,193,1,1,20191024,HOU,MIL
7,Shot Chart Detail,0021900015,733,201572,Brook Lopez,1610612749,Milwaukee Bucks,4,3,14,Made Shot,Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-27,95,1,1,20191024,HOU,MIL
8,Shot Chart Detail,0021900015,767,201572,Brook Lopez,1610612749,Milwaukee Bucks,4,0,39,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,10,-59,88,1,1,20191024,HOU,MIL
9,Shot Chart Detail,0021900026,10,201572,Brook Lopez,1610612749,Milwaukee Bucks,1,11,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-123,229,1,0,20191026,MIL,MIA
