,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
0,Shot Chart Detail,0021900015,49,201566,Russell Westbrook,1610612745,Houston Rockets,1,9,9,Made Shot,Jump Bank Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-101,243,1,1,20191024,HOU,MIL
1,Shot Chart Detail,0021900015,155,201566,Russell Westbrook,1610612745,Houston Rockets,1,2,33,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-65,162,1,0,20191024,HOU,MIL
2,Shot Chart Detail,0021900015,169,201566,Russell Westbrook,1610612745,Houston Rockets,1,1,40,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,3,26,1,1,20191024,HOU,MIL
3,Shot Chart Detail,0021900015,220,201566,Russell Westbrook,1610612745,Houston Rockets,2,10,50,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,63,256,1,0,20191024,HOU,MIL
4,Shot Chart Detail,0021900015,249,201566,Russell Westbrook,1610612745,Houston Rockets,2,9,29,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-20,34,1,0,20191024,HOU,MIL
5,Shot Chart Detail,0021900015,346,201566,Russell Westbrook,1610612745,Houston Rockets,2,2,32,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,46,188,1,0,20191024,HOU,MIL
6,Shot Chart Detail,0021900015,435,201566,Russell Westbrook,1610612745,Houston Rockets,3,9,20,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,21,249,1,0,20191024,HOU,MIL
7,Shot Chart Detail,0021900015,465,201566,Russell Westbrook,1610612745,Houston Rockets,3,7,13,Missed Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,8,1,0,20191024,HOU,MIL
8,Shot Chart Detail,0021900015,568,201566,Russell Westbrook,1610612745,Houston Rockets,3,1,18,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-161,116,1,0,20191024,HOU,MIL
9,Shot Chart Detail,0021900015,576,201566,Russell Westbrook,1610612745,Houston Rockets,3,0,49,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-210,152,1,1,20191024,HOU,MIL
10,Shot Chart Detail,0021900015,605,201566,Russell Westbrook,1610612745,Houston Rockets,4,11,22,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-138,36,1,0,20191024,HOU,MIL
11,Shot Chart Detail,0021900015,654,201566,Russell Westbrook,1610612745,Houston Rockets,4,8,2,Made Shot,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,33,38,1,1,20191024,HOU,MIL
12,Shot Chart Detail,0021900015,661,201566,Russell Westbrook,1610612745,Houston Rockets,4,7,42,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,-1,1,1,20191024,HOU,MIL
13,Shot Chart Detail,0021900015,712,201566,Russell Westbrook,1610612745,Houston Rockets,4,4,47,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-218,131,1,1,20191024,HOU,MIL
14,Shot Chart Detail,0021900015,734,201566,Russell Westbrook,1610612745,Houston Rockets,4,2,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-187,189,1,0,20191024,HOU,MIL
15,Shot Chart Detail,0021900015,738,201566,Russell Westbrook,1610612745,Houston Rockets,4,2,33,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,21,1,0,20191024,HOU,MIL
16,Shot Chart Detail,0021900015,765,201566,Russell Westbrook,1610612745,Houston Rockets,4,1,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-19,16,1,1,20191024,HOU,MIL
17,Shot Chart Detail,0021900032,43,201566,Russell Westbrook,1610612745,Houston Rockets,1,8,11,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,134,159,1,0,20191026,HOU,NOP
18,Shot Chart Detail,0021900032,149,201566,Russell Westbrook,1610612745,Houston Rockets,1,0,24,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-228,109,1,0,20191026,HOU,NOP
19,Shot Chart Detail,0021900032,169,201566,Russell Westbrook,1610612745,Houston Rockets,2,11,6,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,8,1,1,20191026,HOU,NOP
20,Shot Chart Detail,0021900032,183,201566,Russell Westbrook,1610612745,Houston Rockets,2,9,12,Missed Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,19,23,1,0,20191026,HOU,NOP
21,Shot Chart Detail,0021900032,196,201566,Russell Westbrook,1610612745,Houston Rockets,2,8,40,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,122,111,1,0,20191026,HOU,NOP
22,Shot Chart Detail,0021900032,200,201566,Russell Westbrook,1610612745,Houston Rockets,2,8,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,12,1,1,20191026,HOU,NOP
23,Shot Chart Detail,0021900032,343,201566,Russell Westbrook,1610612745,Houston Rockets,2,0,47,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-234,31,1,0,20191026,HOU,NOP
24,Shot Chart Detail,0021900032,348,201566,Russell Westbrook,1610612745,Houston Rockets,2,0,27,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,11,1,1,20191026,HOU,NOP
25,Shot Chart Detail,0021900032,374,201566,Russell Westbrook,1610612745,Houston Rockets,3,11,10,Made Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,55,119,1,1,20191026,HOU,NOP
26,Shot Chart Detail,0021900032,397,201566,Russell Westbrook,1610612745,Houston Rockets,3,9,2,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-5,21,1,1,20191026,HOU,NOP
27,Shot Chart Detail,0021900032,509,201566,Russell Westbrook,1610612745,Houston Rockets,3,2,8,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,16,1,1,20191026,HOU,NOP
28,Shot Chart Detail,0021900032,554,201566,Russell Westbrook,1610612745,Houston Rockets,4,11,36,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,11,1,1,20191026,HOU,NOP
29,Shot Chart Detail,0021900032,570,201566,Russell Westbrook,1610612745,Houston Rockets,4,10,42,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,10,1,1,20191026,HOU,NOP
30,Shot Chart Detail,0021900032,575,201566,Russell Westbrook,1610612745,Houston Rockets,4,9,39,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,110,225,1,1,20191026,HOU,NOP
31,Shot Chart Detail,0021900032,659,201566,Russell Westbrook,1610612745,Houston Rockets,4,4,27,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-138,48,1,0,20191026,HOU,NOP
32,Shot Chart Detail,0021900032,692,201566,Russell Westbrook,1610612745,Houston Rockets,4,2,14,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,165,119,1,0,20191026,HOU,NOP
33,Shot Chart Detail,0021900032,710,201566,Russell Westbrook,1610612745,Houston Rockets,4,0,30,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,0,74,1,0,20191026,HOU,NOP
34,Shot Chart Detail,0021900045,11,201566,Russell Westbrook,1610612745,Houston Rockets,1,11,28,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,11,22,1,0,20191028,HOU,OKC
35,Shot Chart Detail,0021900045,73,201566,Russell Westbrook,1610612745,Houston Rockets,1,7,19,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-22,28,1,0,20191028,HOU,OKC
36,Shot Chart Detail,0021900045,87,201566,Russell Westbrook,1610612745,Houston Rockets,1,6,17,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,119,225,1,0,20191028,HOU,OKC
37,Shot Chart Detail,0021900045,167,201566,Russell Westbrook,1610612745,Houston Rockets,1,1,17,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,62,79,1,0,20191028,HOU,OKC
38,Shot Chart Detail,0021900045,177,201566,Russell Westbrook,1610612745,Houston Rockets,1,0,42,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,12,76,105,1,0,20191028,HOU,OKC
39,Shot Chart Detail,0021900045,193,201566,Russell Westbrook,1610612745,Houston Rockets,2,11,52,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-22,28,1,1,20191028,HOU,OKC
40,Shot Chart Detail,0021900045,230,201566,Russell Westbrook,1610612745,Houston Rockets,2,8,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,13,1,1,20191028,HOU,OKC
41,Shot Chart Detail,0021900045,367,201566,Russell Westbrook,1610612745,Houston Rockets,2,0,4,Made Shot,Putback Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20191028,HOU,OKC
42,Shot Chart Detail,0021900045,374,201566,Russell Westbrook,1610612745,Houston Rockets,3,11,47,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,30,21,1,0,20191028,HOU,OKC
43,Shot Chart Detail,0021900045,393,201566,Russell Westbrook,1610612745,Houston Rockets,3,10,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,27,14,1,1,20191028,HOU,OKC
44,Shot Chart Detail,0021900045,424,201566,Russell Westbrook,1610612745,Houston Rockets,3,7,17,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,13,1,1,20191028,HOU,OKC
45,Shot Chart Detail,0021900045,515,201566,Russell Westbrook,1610612745,Houston Rockets,3,0,9,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-36,16,1,1,20191028,HOU,OKC
46,Shot Chart Detail,0021900045,588,201566,Russell Westbrook,1610612745,Houston Rockets,4,9,9,Missed Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,62,115,1,0,20191028,HOU,OKC
47,Shot Chart Detail,0021900045,644,201566,Russell Westbrook,1610612745,Houston Rockets,4,5,13,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20191028,HOU,OKC
48,Shot Chart Detail,0021900045,664,201566,Russell Westbrook,1610612745,Houston Rockets,4,3,37,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,6,1,1,20191028,HOU,OKC
49,Shot Chart Detail,0021900045,669,201566,Russell Westbrook,1610612745,Houston Rockets,4,3,0,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,13,164,1,1,20191028,HOU,OKC
50,Shot Chart Detail,0021900061,52,201566,Russell Westbrook,1610612745,Houston Rockets,1,8,11,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-73,190,1,0,20191030,WAS,HOU
51,Shot Chart Detail,0021900061,61,201566,Russell Westbrook,1610612745,Houston Rockets,1,7,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,166,203,1,0,20191030,WAS,HOU
52,Shot Chart Detail,0021900061,178,201566,Russell Westbrook,1610612745,Houston Rockets,1,0,5,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,1,35,1,0,20191030,WAS,HOU
53,Shot Chart Detail,0021900061,195,201566,Russell Westbrook,1610612745,Houston Rockets,2,11,1,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-18,16,1,0,20191030,WAS,HOU
54,Shot Chart Detail,0021900061,326,201566,Russell Westbrook,1610612745,Houston Rockets,2,2,21,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,14,15,1,1,20191030,WAS,HOU
