,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
0,Shot Chart Detail,0021900013,191,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,2,10,39,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,67,178,1,0,20191023,POR,DEN
1,Shot Chart Detail,0021900013,196,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,2,10,14,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-56,54,1,0,20191023,POR,DEN
2,Shot Chart Detail,0021900013,430,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,3,4,7,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-222,1,1,0,20191023,POR,DEN
3,Shot Chart Detail,0021900024,231,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,2,6,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-130,211,1,0,20191025,SAC,POR
4,Shot Chart Detail,0021900024,517,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,4,10,12,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-20,20,1,1,20191025,SAC,POR
5,Shot Chart Detail,0021900024,532,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,4,9,7,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,25,1,1,20191025,SAC,POR
6,Shot Chart Detail,0021900038,150,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,1,1,21,Missed Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,11,20,1,0,20191027,DAL,POR
7,Shot Chart Detail,0021900038,243,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,2,5,44,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,-39,246,1,0,20191027,DAL,POR
8,Shot Chart Detail,0021900038,302,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,2,1,37,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,38,205,1,1,20191027,DAL,POR
9,Shot Chart Detail,0021900038,462,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,3,2,40,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,6,1,0,20191027,DAL,POR
10,Shot Chart Detail,0021900038,485,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,3,0,54,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,5,1,0,20191027,DAL,POR
11,Shot Chart Detail,0021900038,488,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,3,0,52,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,8,1,0,20191027,DAL,POR
12,Shot Chart Detail,0021900038,555,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,4,9,14,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,24,20,1,1,20191027,DAL,POR
13,Shot Chart Detail,0021900048,145,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,1,1,9,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-106,244,1,1,20191028,SAS,POR
14,Shot Chart Detail,0021900048,168,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,2,11,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-133,225,1,1,20191028,SAS,POR
15,Shot Chart Detail,0021900048,213,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,2,8,0,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-13,26,1,0,20191028,SAS,POR
16,Shot Chart Detail,0021900048,423,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,3,4,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-38,251,1,0,20191028,SAS,POR
17,Shot Chart Detail,0021900048,450,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,3,3,40,Missed Shot,Pullup Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,228,51,1,0,20191028,SAS,POR
18,Shot Chart Detail,0021900048,495,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,3,0,55,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,96,231,1,0,20191028,SAS,POR
19,Shot Chart Detail,0021900048,531,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,4,10,4,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,57,20,1,0,20191028,SAS,POR
20,Shot Chart Detail,0021900062,547,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,4,8,50,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-16,32,1,1,20191030,OKC,POR
21,Shot Chart Detail,0021900084,14,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,1,11,6,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-199,152,1,1,20191102,POR,PHI
22,Shot Chart Detail,0021900084,34,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,1,9,33,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-171,228,1,1,20191102,POR,PHI
23,Shot Chart Detail,0021900084,76,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,1,6,13,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-137,216,1,0,20191102,POR,PHI
24,Shot Chart Detail,0021900084,78,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,1,6,8,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-1,44,1,1,20191102,POR,PHI
25,Shot Chart Detail,0021900084,81,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,1,5,51,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,2,1,1,20191102,POR,PHI
26,Shot Chart Detail,0021900084,117,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,1,3,6,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,23,68,222,1,0,20191102,POR,PHI
27,Shot Chart Detail,0021900084,344,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,3,11,34,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,6,1,0,20191102,POR,PHI
28,Shot Chart Detail,0021900084,351,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,3,10,36,Missed Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,11,1,0,20191102,POR,PHI
29,Shot Chart Detail,0021900084,404,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,3,6,39,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,23,-2,230,1,0,20191102,POR,PHI
30,Shot Chart Detail,0021900084,557,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,4,8,42,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,28,260,1,0,20191102,POR,PHI
31,Shot Chart Detail,0021900096,64,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,1,5,33,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-231,37,1,0,20191104,GSW,POR
32,Shot Chart Detail,0021900096,89,1626209,Mario Hezonja,1610612757,Portland Trail Blazers,1,2,59,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,211,137,1,1,20191104,GSW,POR
