,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
0,Shot Chart Detail,0021900005,7,203932,Aaron Gordon,1610612753,Orlando Magic,1,11,45,Missed Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-1,78,1,0,20191023,ORL,CLE
1,Shot Chart Detail,0021900005,15,203932,Aaron Gordon,1610612753,Orlando Magic,1,10,48,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,4,1,0,20191023,ORL,CLE
2,Shot Chart Detail,0021900005,22,203932,Aaron Gordon,1610612753,Orlando Magic,1,10,4,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,21,1,1,20191023,ORL,CLE
3,Shot Chart Detail,0021900005,39,203932,Aaron Gordon,1610612753,Orlando Magic,1,7,59,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-228,80,1,0,20191023,ORL,CLE
4,Shot Chart Detail,0021900005,53,203932,Aaron Gordon,1610612753,Orlando Magic,1,6,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-159,191,1,1,20191023,ORL,CLE
5,Shot Chart Detail,0021900005,372,203932,Aaron Gordon,1610612753,Orlando Magic,3,9,19,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,-1,1,0,20191023,ORL,CLE
6,Shot Chart Detail,0021900005,620,203932,Aaron Gordon,1610612753,Orlando Magic,4,2,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-64,180,1,0,20191023,ORL,CLE
7,Shot Chart Detail,0021900005,623,203932,Aaron Gordon,1610612753,Orlando Magic,4,2,17,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,1,1,0,20191023,ORL,CLE
8,Shot Chart Detail,0021900028,8,203932,Aaron Gordon,1610612753,Orlando Magic,1,11,28,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,14,1,0,20191026,ATL,ORL
9,Shot Chart Detail,0021900028,11,203932,Aaron Gordon,1610612753,Orlando Magic,1,11,23,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20191026,ATL,ORL
10,Shot Chart Detail,0021900028,32,203932,Aaron Gordon,1610612753,Orlando Magic,1,8,57,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,15,1,0,20191026,ATL,ORL
11,Shot Chart Detail,0021900028,48,203932,Aaron Gordon,1610612753,Orlando Magic,1,7,37,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,34,52,1,0,20191026,ATL,ORL
12,Shot Chart Detail,0021900028,175,203932,Aaron Gordon,1610612753,Orlando Magic,2,11,6,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20191026,ATL,ORL
13,Shot Chart Detail,0021900028,185,203932,Aaron Gordon,1610612753,Orlando Magic,2,10,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,43,247,1,0,20191026,ATL,ORL
14,Shot Chart Detail,0021900028,422,203932,Aaron Gordon,1610612753,Orlando Magic,3,7,19,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20191026,ATL,ORL
15,Shot Chart Detail,0021900028,451,203932,Aaron Gordon,1610612753,Orlando Magic,3,4,42,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,11,1,1,20191026,ATL,ORL
16,Shot Chart Detail,0021900028,454,203932,Aaron Gordon,1610612753,Orlando Magic,3,4,17,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,17,1,0,20191026,ATL,ORL
17,Shot Chart Detail,0021900028,648,203932,Aaron Gordon,1610612753,Orlando Magic,4,4,8,Missed Shot,Jump Bank Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-85,244,1,0,20191026,ATL,ORL
18,Shot Chart Detail,0021900044,7,203932,Aaron Gordon,1610612753,Orlando Magic,1,11,37,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,21,92,189,1,0,20191028,TOR,ORL
19,Shot Chart Detail,0021900044,11,203932,Aaron Gordon,1610612753,Orlando Magic,1,11,14,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,6,1,0,20191028,TOR,ORL
20,Shot Chart Detail,0021900044,35,203932,Aaron Gordon,1610612753,Orlando Magic,1,8,45,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,16,45,1,0,20191028,TOR,ORL
21,Shot Chart Detail,0021900044,327,203932,Aaron Gordon,1610612753,Orlando Magic,2,1,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-16,268,1,0,20191028,TOR,ORL
22,Shot Chart Detail,0021900044,443,203932,Aaron Gordon,1610612753,Orlando Magic,3,4,19,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,82,190,1,1,20191028,TOR,ORL
23,Shot Chart Detail,0021900044,629,203932,Aaron Gordon,1610612753,Orlando Magic,4,3,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-182,179,1,0,20191028,TOR,ORL
24,Shot Chart Detail,0021900056,13,203932,Aaron Gordon,1610612753,Orlando Magic,1,11,1,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-32,31,1,0,20191030,ORL,NYK
25,Shot Chart Detail,0021900056,36,203932,Aaron Gordon,1610612753,Orlando Magic,1,8,31,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,104,247,1,0,20191030,ORL,NYK
26,Shot Chart Detail,0021900056,49,203932,Aaron Gordon,1610612753,Orlando Magic,1,7,43,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,224,15,1,0,20191030,ORL,NYK
27,Shot Chart Detail,0021900056,76,203932,Aaron Gordon,1610612753,Orlando Magic,1,6,35,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-92,232,1,1,20191030,ORL,NYK
