,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
0,Shot Chart Detail,0021900002,152,1626188,Quinn Cook,1610612747,Los Angeles Lakers,1,2,10,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-13,10,1,1,20191022,LAC,LAL
1,Shot Chart Detail,0021900002,169,1626188,Quinn Cook,1610612747,Los Angeles Lakers,1,0,44,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,107,146,1,0,20191022,LAC,LAL
2,Shot Chart Detail,0021900002,276,1626188,Quinn Cook,1610612747,Los Angeles Lakers,2,3,55,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-240,25,1,0,20191022,LAC,LAL
3,Shot Chart Detail,0021900002,496,1626188,Quinn Cook,1610612747,Los Angeles Lakers,3,0,57,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,17,1,0,20191022,LAC,LAL
4,Shot Chart Detail,0021900002,519,1626188,Quinn Cook,1610612747,Los Angeles Lakers,4,11,8,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-133,226,1,0,20191022,LAC,LAL
5,Shot Chart Detail,0021900002,524,1626188,Quinn Cook,1610612747,Los Angeles Lakers,4,10,54,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,241,42,1,0,20191022,LAC,LAL
6,Shot Chart Detail,0021900002,593,1626188,Quinn Cook,1610612747,Los Angeles Lakers,4,5,23,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-116,122,1,1,20191022,LAC,LAL
7,Shot Chart Detail,0021900025,265,1626188,Quinn Cook,1610612747,Los Angeles Lakers,2,4,33,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,33,32,1,0,20191025,LAL,UTA
8,Shot Chart Detail,0021900025,306,1626188,Quinn Cook,1610612747,Los Angeles Lakers,2,2,31,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-114,70,1,1,20191025,LAL,UTA
9,Shot Chart Detail,0021900025,463,1626188,Quinn Cook,1610612747,Los Angeles Lakers,3,2,34,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,111,248,1,0,20191025,LAL,UTA
10,Shot Chart Detail,0021900025,495,1626188,Quinn Cook,1610612747,Los Angeles Lakers,3,0,42,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,11,1,0,20191025,LAL,UTA
11,Shot Chart Detail,0021900025,531,1626188,Quinn Cook,1610612747,Los Angeles Lakers,4,10,14,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,9,174,1,0,20191025,LAL,UTA
12,Shot Chart Detail,0021900025,543,1626188,Quinn Cook,1610612747,Los Angeles Lakers,4,9,3,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-138,113,1,0,20191025,LAL,UTA
13,Shot Chart Detail,0021900025,630,1626188,Quinn Cook,1610612747,Los Angeles Lakers,4,3,29,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,5,-1,1,1,20191025,LAL,UTA
14,Shot Chart Detail,0021900025,657,1626188,Quinn Cook,1610612747,Los Angeles Lakers,4,0,58,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-15,16,1,0,20191025,LAL,UTA
15,Shot Chart Detail,0021900040,156,1626188,Quinn Cook,1610612747,Los Angeles Lakers,1,0,4,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-3,21,1,0,20191027,LAL,CHA
16,Shot Chart Detail,0021900040,264,1626188,Quinn Cook,1610612747,Los Angeles Lakers,2,5,55,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,7,0,1,1,20191027,LAL,CHA
17,Shot Chart Detail,0021900040,301,1626188,Quinn Cook,1610612747,Los Angeles Lakers,2,3,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-144,214,1,1,20191027,LAL,CHA
18,Shot Chart Detail,0021900040,467,1626188,Quinn Cook,1610612747,Los Angeles Lakers,3,4,28,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,17,74,163,1,0,20191027,LAL,CHA
19,Shot Chart Detail,0021900040,528,1626188,Quinn Cook,1610612747,Los Angeles Lakers,3,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,42,-181,379,1,0,20191027,LAL,CHA
20,Shot Chart Detail,0021900040,603,1626188,Quinn Cook,1610612747,Los Angeles Lakers,4,7,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,127,214,1,0,20191027,LAL,CHA
21,Shot Chart Detail,0021900040,634,1626188,Quinn Cook,1610612747,Los Angeles Lakers,4,4,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,149,237,1,1,20191027,LAL,CHA
22,Shot Chart Detail,0021900040,676,1626188,Quinn Cook,1610612747,Los Angeles Lakers,4,1,19,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,11,3,116,1,1,20191027,LAL,CHA
23,Shot Chart Detail,0021900040,692,1626188,Quinn Cook,1610612747,Los Angeles Lakers,4,0,25,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,14,17,1,1,20191027,LAL,CHA
24,Shot Chart Detail,0021900054,140,1626188,Quinn Cook,1610612747,Los Angeles Lakers,1,2,51,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,103,118,1,1,20191029,LAL,MEM
25,Shot Chart Detail,0021900054,152,1626188,Quinn Cook,1610612747,Los Angeles Lakers,1,2,0,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,6,1,0,20191029,LAL,MEM
26,Shot Chart Detail,0021900054,197,1626188,Quinn Cook,1610612747,Los Angeles Lakers,2,10,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,155,204,1,0,20191029,LAL,MEM
27,Shot Chart Detail,0021900054,206,1626188,Quinn Cook,1610612747,Los Angeles Lakers,2,9,52,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,-35,175,1,0,20191029,LAL,MEM
