,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0,0021600476,1610612754,IND,Indiana,202331,Paul George,F,,11:45,128.7,129.2,115.0,113.0,13.7,16.1,0.286,0.0,16.7,0.0,0.0,0.0,0.0,0.571,0.726,0.4,0.399,95.31,95.96,79.97,24,0.25
1,0021600476,1610612754,IND,Indiana,201152,Thaddeus Young,F,,8:03,152.2,152.9,145.2,135.3,7.0,17.6,0.0,0.0,0.0,0.167,0.167,0.167,0.0,0.0,0.0,0.111,0.111,98.09,101.3,84.42,17,-0.06
2,0021600476,1610612754,IND,Indiana,1626167,Myles Turner,C,,8:03,152.2,152.9,145.2,135.3,7.0,17.6,0.0,0.0,0.0,0.0,0.333,0.167,33.3,1.0,1.0,0.167,0.166,98.09,101.3,84.42,17,0.095
3,0021600476,1610612754,IND,Indiana,201952,Jeff Teague,G,,8:51,143.8,144.4,136.4,133.3,7.4,11.1,0.333,0.0,40.0,0.0,0.0,0.0,0.0,0.667,0.727,0.158,0.157,96.7,97.57,81.31,18,0.103
4,0021600476,1610612754,IND,Indiana,101145,Monta Ellis,,,6:08,97.4,100.0,53.6,50.0,43.8,50.0,0.25,0.0,50.0,0.0,0.167,0.077,0.0,0.0,0.0,0.083,0.081,92.03,93.91,78.26,12,0.0
5,0021600476,1610612754,IND,Indiana,2744,Al Jefferson,,,3:42,71.4,71.4,44.4,42.9,27.0,28.6,0.0,0.0,0.0,0.0,0.5,0.143,0.0,0.5,0.5,0.286,0.286,89.25,90.81,75.68,7,1.0
6,0021600476,1610612754,IND,Indiana,201166,Aaron Brooks,,,2:54,83.3,83.3,40.0,33.3,43.3,50.0,0.5,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.03,99.31,82.76,6,0.2
7,0021600476,1610612754,IND,Indiana,101139,CJ Miles,,,9:19,127.9,126.3,126.7,121.1,1.3,5.3,0.0,0.0,0.0,0.0,0.5,0.154,0.0,0.75,0.75,0.2,0.202,95.06,97.84,81.53,19,0.137
8,0021600476,1610612764,WAS,Washington,203490,Otto Porter Jr.,F,,11:45,115.0,113.0,128.7,129.2,-13.7,-16.1,0.0,0.0,0.0,0.0,0.091,0.053,0.0,1.0,1.014,0.167,0.169,95.31,95.96,79.97,23,0.182
9,0021600476,1610612764,WAS,Washington,202693,Markieff Morris,F,,7:36,138.9,133.3,147.1,143.8,-8.2,-10.4,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.333,0.515,0.313,0.325,94.8,97.83,81.53,15,0.0
10,0021600476,1610612764,WAS,Washington,101162,Marcin Gortat,C,,11:45,115.0,113.0,128.7,129.2,-13.7,-16.1,0.167,0.0,50.0,0.125,0.364,0.263,0.0,0.0,0.0,0.042,0.042,95.31,95.96,79.97,23,0.102
11,0021600476,1610612764,WAS,Washington,202322,John Wall,G,,8:51,136.4,133.3,143.8,144.4,-7.4,-11.1,0.25,1.0,10.0,0.0,0.286,0.143,10.0,0.333,0.743,0.474,0.484,96.7,97.57,81.31,18,0.231
12,0021600476,1610612764,WAS,Washington,1626162,Kelly Oubre Jr.,,,6:58,142.7,140.0,125.0,126.7,17.7,13.3,0.2,1.0,50.0,0.0,0.167,0.111,50.0,0.0,0.0,0.067,0.068,103.0,103.28,86.06,15,0.0
13,0021600476,1610612764,WAS,Washington,203504,Trey Burke,,,2:54,40.0,33.3,83.3,83.3,-43.3,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.167,0.2,91.03,99.31,82.76,6,-0.2
14,0021600476,1610612764,WAS,Washington,201977,Marcus Thornton,,,8:56,68.4,68.8,115.5,117.6,-47.1,-48.9,0.0,0.0,0.0,0.0,0.2,0.111,33.3,1.0,0.532,0.176,0.176,89.73,88.66,73.88,16,-0.043
