,GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG
0,0022000609,2,12,0,1,7:46 PM,12:00,,Start of 1st Period (7:46 PM EST),,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0
1,0022000609,4,10,0,1,7:46 PM,12:00,Jump Ball Theis vs. Gobert: Tip to O'Neale,,,,,4,1628464,Daniel Theis,1610612738.0,Boston,Celtics,BOS,5,203497,Rudy Gobert,1610612762.0,Utah,Jazz,UTA,5,1626220,Royce O'Neale,1610612762.0,Utah,Jazz,UTA,1
2,0022000609,7,2,101,1,7:46 PM,11:42,,,MISS Mitchell 6' Driving Floating Jump Shot,,,5,1628378,Donovan Mitchell,1610612762.0,Utah,Jazz,UTA,0,0,,,,,,0,0,,,,,,1
3,0022000609,8,4,0,1,7:46 PM,11:39,Theis REBOUND (Off:0 Def:1),,,,,4,1628464,Daniel Theis,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
4,0022000609,9,1,1,1,7:47 PM,11:32,Theis 18' Jump Shot (2 PTS) (Walker 1 AST),,,0 - 2,2,4,1628464,Daniel Theis,1610612738.0,Boston,Celtics,BOS,4,202689,Kemba Walker,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,1
5,0022000609,11,2,80,1,7:47 PM,11:13,,,MISS Conley 3PT Step Back Jump Shot,,,5,201144,Mike Conley,1610612762.0,Utah,Jazz,UTA,0,0,,,,,,0,0,,,,,,1
6,0022000609,12,4,0,1,7:47 PM,11:11,Theis REBOUND (Off:0 Def:2),,,,,4,1628464,Daniel Theis,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
7,0022000609,13,2,1,1,7:47 PM,11:05,MISS Walker 25' 3PT Jump Shot,,,,,4,202689,Kemba Walker,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
8,0022000609,14,4,0,1,7:47 PM,11:03,Tatum REBOUND (Off:1 Def:0),,,,,4,1628369,Jayson Tatum,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
9,0022000609,15,2,80,1,7:47 PM,10:55,MISS Tatum 3PT Step Back Jump Shot,,,,,4,1628369,Jayson Tatum,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
10,0022000609,16,4,0,1,7:47 PM,10:54,,,Jazz Rebound,,,3,1610612762,,,,,,0,0,,,,,,0,0,,,,,,0
11,0022000609,18,1,52,1,7:47 PM,10:42,,,Gobert 3' Alley Oop Dunk (2 PTS) (Conley 1 AST),2 - 2,TIE,5,203497,Rudy Gobert,1610612762.0,Utah,Jazz,UTA,5,201144,Mike Conley,1610612762.0,Utah,Jazz,UTA,0,0,,,,,,1
12,0022000609,20,1,98,1,7:48 PM,10:30,Brown Cutting Layup Shot (2 PTS) (Walker 2 AST),,,2 - 4,2,4,1627759,Jaylen Brown,1610612738.0,Boston,Celtics,BOS,4,202689,Kemba Walker,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,1
13,0022000609,22,5,1,1,7:48 PM,10:15,Tatum STEAL (1 STL),,Conley Bad Pass Turnover (P1.T1),,,5,201144,Mike Conley,1610612762.0,Utah,Jazz,UTA,4,1628369,Jayson Tatum,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,1
14,0022000609,24,5,1,1,7:48 PM,10:10,Tatum Bad Pass Turnover (P1.T1),,O'Neale STEAL (1 STL),,,4,1628369,Jayson Tatum,1610612738.0,Boston,Celtics,BOS,5,1626220,Royce O'Neale,1610612762.0,Utah,Jazz,UTA,0,0,,,,,,1
15,0022000609,26,2,1,1,7:48 PM,10:00,,,MISS Bogdanovic 3PT Jump Shot,,,5,202711,Bojan Bogdanovic,1610612762.0,Utah,Jazz,UTA,0,0,,,,,,0,0,,,,,,1
16,0022000609,27,4,0,1,7:48 PM,9:58,Theis REBOUND (Off:0 Def:3),,,,,4,1628464,Daniel Theis,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
17,0022000609,28,5,8,1,7:48 PM,9:51,Ojeleye 3 Second Violation Turnover (P1.T2),,,,,4,1628400,Semi Ojeleye,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,1,0,,,,,,1
18,0022000609,29,1,1,1,7:49 PM,9:39,,,O'Neale 28' 3PT Jump Shot (3 PTS) (Mitchell 1 AST),5 - 4,-1,5,1626220,Royce O'Neale,1610612762.0,Utah,Jazz,UTA,5,1628378,Donovan Mitchell,1610612762.0,Utah,Jazz,UTA,0,0,,,,,,1
19,0022000609,31,2,6,1,7:49 PM,9:21,MISS Theis 8' Driving Layup,,Gobert BLOCK (1 BLK),,,4,1628464,Daniel Theis,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,5,203497,Rudy Gobert,1610612762.0,Utah,Jazz,UTA,1
20,0022000609,33,4,0,1,7:49 PM,9:18,,,Mitchell REBOUND (Off:0 Def:1),,,5,1628378,Donovan Mitchell,1610612762.0,Utah,Jazz,UTA,0,0,,,,,,0,0,,,,,,1
21,0022000609,34,6,26,1,7:49 PM,9:17,,,Bogdanovic Offensive Charge Foul (P1.T1) (J.DeRosa),,,5,202711,Bojan Bogdanovic,1610612762.0,Utah,Jazz,UTA,4,202689,Kemba Walker,1610612738.0,Boston,Celtics,BOS,1,0,,,,,,1
22,0022000609,36,5,37,1,7:49 PM,9:17,,,Bogdanovic Offensive Foul Turnover (P1.T2),,,5,202711,Bojan Bogdanovic,1610612762.0,Utah,Jazz,UTA,0,0,,,,,,1,0,,,,,,1
23,0022000609,37,1,105,1,7:50 PM,9:05,Walker 6' Turnaround Fadeaway Bank Jump Shot (2 PTS),,,5 - 6,1,4,202689,Kemba Walker,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
24,0022000609,38,2,1,1,7:50 PM,8:53,,,MISS Mitchell 32' 3PT Jump Shot,,,5,1628378,Donovan Mitchell,1610612762.0,Utah,Jazz,UTA,0,0,,,,,,0,0,,,,,,1
25,0022000609,39,4,0,1,7:50 PM,8:50,Brown REBOUND (Off:0 Def:1),,,,,4,1627759,Jaylen Brown,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
26,0022000609,40,1,80,1,7:50 PM,8:42,Brown 16' Step Back Jump Shot (4 PTS),,,5 - 8,3,4,1627759,Jaylen Brown,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
27,0022000609,41,5,2,1,7:50 PM,8:32,Walker STEAL (1 STL),,Bogdanovic Lost Ball Turnover (P2.T3),,,5,202711,Bojan Bogdanovic,1610612762.0,Utah,Jazz,UTA,4,202689,Kemba Walker,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,1
28,0022000609,43,1,41,1,7:50 PM,8:28,Tatum Running Layup (2 PTS),,,5 - 10,5,4,1628369,Jayson Tatum,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
29,0022000609,44,5,4,1,7:50 PM,8:16,,,Gobert Traveling Turnover (P1.T4),,,5,203497,Rudy Gobert,1610612762.0,Utah,Jazz,UTA,0,0,,,,,,1,0,,,,,,1
30,0022000609,45,2,79,1,7:51 PM,8:09,MISS Walker 25' 3PT Pullup Jump Shot,,,,,4,202689,Kemba Walker,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
31,0022000609,46,4,0,1,7:51 PM,8:06,Ojeleye REBOUND (Off:1 Def:0),,,,,4,1628400,Semi Ojeleye,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
32,0022000609,47,1,78,1,7:51 PM,7:59,Brown 7' Floating Jump Shot (6 PTS),,,5 - 12,7,4,1627759,Jaylen Brown,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
33,0022000609,48,5,11,1,7:51 PM,7:32,,,Jazz Turnover: Shot Clock (T#5),,,3,1610612762,,,,,,0,0,,,,,,0,0,,,,,,0
34,0022000609,49,2,1,1,7:52 PM,7:23,MISS Brown 25' 3PT Jump Shot,,,,,4,1627759,Jaylen Brown,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
35,0022000609,50,4,0,1,7:52 PM,7:18,,,O'Neale REBOUND (Off:0 Def:1),,,5,1626220,Royce O'Neale,1610612762.0,Utah,Jazz,UTA,0,0,,,,,,0,0,,,,,,1
36,0022000609,51,2,63,1,7:52 PM,7:01,,,MISS Mitchell 13' Fadeaway Jumper,,,5,1628378,Donovan Mitchell,1610612762.0,Utah,Jazz,UTA,0,0,,,,,,0,0,,,,,,1
37,0022000609,52,4,0,1,7:52 PM,6:58,Theis REBOUND (Off:0 Def:4),,,,,4,1628464,Daniel Theis,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
38,0022000609,53,1,79,1,7:52 PM,6:46,Walker 13' Pullup Jump Shot (4 PTS),,,5 - 14,9,4,202689,Kemba Walker,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,0,0,,,,,,1
39,0022000609,54,9,1,1,7:53 PM,6:45,,,Jazz Timeout: Regular (Reg.1 Short 0),,,3,1610612762,,,,,,0,0,,,,,,0,0,,,,,,0
40,0022000609,55,8,0,1,7:55 PM,6:45,,,SUB: Favors FOR Gobert,,,5,203497,Rudy Gobert,1610612762.0,Utah,Jazz,UTA,5,202324,Derrick Favors,1610612762.0,Utah,Jazz,UTA,0,0,,,,,,0
41,0022000609,56,8,0,1,7:55 PM,6:45,,,SUB: Ingles FOR Conley,,,5,201144,Mike Conley,1610612762.0,Utah,Jazz,UTA,5,204060,Joe Ingles,1610612762.0,Utah,Jazz,UTA,0,0,,,,,,0
42,0022000609,59,5,1,1,7:56 PM,6:31,Tatum STEAL (2 STL),,Bogdanovic Bad Pass Turnover (P3.T6),,,5,202711,Bojan Bogdanovic,1610612762.0,Utah,Jazz,UTA,4,1628369,Jayson Tatum,1610612738.0,Boston,Celtics,BOS,0,0,,,,,,1
