,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
0,22020,203490,0022000734,"APR 01, 2021",ORL @ NOP,W,21,2,8,0.25,0,4,0.0,2,2,1.0,0,3,3,0,3,0,0,0,6,10,1
1,22020,203490,0022000720,"MAR 30, 2021",ORL @ LAC,W,21,5,10,0.5,0,0,0.0,3,3,1.0,0,7,7,4,0,0,0,1,13,-3,1
2,22020,203490,0022000706,"MAR 28, 2021",ORL @ LAL,L,25,2,7,0.286,1,5,0.2,0,0,0.0,0,4,4,1,1,0,0,3,5,4,1
3,22020,203490,0022000671,"MAR 24, 2021",CHI vs. CLE,L,16,3,5,0.6,0,2,0.0,0,0,0.0,2,3,5,1,1,0,1,0,6,1,1
4,22020,203490,0022000656,"MAR 22, 2021",CHI vs. UTA,L,20,1,4,0.25,0,1,0.0,0,0,0.0,0,6,6,2,0,0,2,2,2,-7,1
5,22020,203490,0022000649,"MAR 21, 2021",CHI @ DET,W,18,1,3,0.333,1,1,1.0,0,0,0.0,1,3,4,2,0,0,0,4,3,-3,1
6,22020,203490,0022000637,"MAR 19, 2021",CHI @ DEN,L,29,9,13,0.692,4,7,0.571,0,0,0.0,0,4,4,3,0,1,2,2,22,-8,1
7,22020,203490,0022000621,"MAR 17, 2021",CHI vs. SAS,L,15,2,5,0.4,2,2,1.0,0,0,0.0,1,1,2,1,0,0,1,0,6,-10,1
8,22020,203490,0022000612,"MAR 16, 2021",CHI vs. OKC,W,19,3,6,0.5,1,2,0.5,1,1,1.0,2,1,3,3,0,0,1,2,8,12,1
9,22020,203490,0022000600,"MAR 14, 2021",CHI vs. TOR,W,21,5,13,0.385,1,6,0.167,0,0,0.0,2,5,7,3,1,0,0,0,11,15,1
10,22020,203490,0022000582,"MAR 12, 2021",CHI vs. MIA,L,12,0,3,0.0,0,1,0.0,0,0,0.0,0,4,4,2,0,0,1,2,0,1,1
11,22020,203490,0022000572,"MAR 11, 2021",CHI vs. PHI,L,18,1,6,0.167,1,3,0.333,0,0,0.0,0,3,3,1,1,0,2,0,3,-12,1
12,22020,203490,0022000315,"FEB 01, 2021",CHI vs. NYK,W,18,0,5,0.0,0,1,0.0,3,4,0.75,1,4,5,1,0,0,0,1,3,2,1
13,22020,203490,0022000298,"JAN 30, 2021",CHI vs. POR,L,24,2,9,0.222,1,6,0.167,2,2,1.0,2,1,3,3,0,0,1,2,7,-12,1
14,22020,203490,0022000262,"JAN 25, 2021",CHI vs. BOS,L,23,4,8,0.5,4,7,0.571,1,2,0.5,0,5,5,3,0,2,0,1,13,-1,1
15,22020,203490,0022000229,"JAN 22, 2021",CHI @ CHA,W,23,6,9,0.667,1,3,0.333,0,0,0.0,2,5,7,2,0,0,0,2,13,15,1
16,22020,203490,0022000198,"JAN 17, 2021",CHI @ DAL,W,23,7,10,0.7,0,1,0.0,0,1,0.0,1,8,9,2,1,0,2,1,14,12,1
17,22020,203490,0022000184,"JAN 15, 2021",CHI @ OKC,L,25,3,7,0.429,2,4,0.5,0,0,0.0,0,8,8,1,0,1,2,1,8,3,1
18,22020,203490,0022000131,"JAN 08, 2021",CHI @ LAL,L,6,1,2,0.5,0,0,0.0,0,0,0.0,1,0,1,2,0,0,0,0,2,-2,1
19,22020,203490,0022000117,"JAN 06, 2021",CHI @ SAC,L,26,1,8,0.125,1,5,0.2,0,0,0.0,1,5,6,3,0,0,0,1,3,-14,1
20,22020,203490,0022000106,"JAN 05, 2021",CHI @ POR,W,28,7,14,0.5,4,7,0.571,1,2,0.5,2,11,13,1,0,0,0,2,19,4,1
21,22020,203490,0022000090,"JAN 03, 2021",CHI vs. DAL,W,29,4,11,0.364,2,6,0.333,5,5,1.0,1,6,7,2,2,0,2,3,15,-4,1
22,22020,203490,0022000073,"JAN 01, 2021",CHI @ MIL,L,22,3,11,0.273,1,3,0.333,2,2,1.0,1,3,4,2,1,0,0,2,9,-25,1
23,22020,203490,0022000063,"DEC 31, 2020",CHI @ WAS,W,31,10,14,0.714,5,9,0.556,3,3,1.0,1,11,12,3,3,0,0,0,28,0,1
24,22020,203490,0022000050,"DEC 29, 2020",CHI @ WAS,W,29,4,10,0.4,3,7,0.429,5,6,0.833,1,2,3,1,0,0,2,4,16,-3,1
25,22020,203490,0022000038,"DEC 27, 2020",CHI vs. GSW,L,21,3,4,0.75,3,4,0.75,3,4,0.75,2,4,6,3,0,0,3,2,12,-2,1
26,22020,203490,0022000026,"DEC 26, 2020",CHI vs. IND,L,19,4,12,0.333,1,5,0.2,1,1,1.0,1,5,6,2,0,0,2,1,10,-6,1
27,22020,203490,0022000015,"DEC 23, 2020",CHI vs. ATL,L,23,5,10,0.5,0,2,0.0,4,4,1.0,3,2,5,1,2,0,1,2,14,-9,1
