,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
0,22020,203087,0022000861,"APR 18, 2021",IND @ ATL,L,18,3,9,0.333,0,2,0.0,1,1,1.0,1,5,6,4,0,1,0,3,7,10,1
1,22020,203087,0022000844,"APR 16, 2021",IND @ UTA,L,25,5,10,0.5,2,4,0.5,0,0,0.0,2,3,5,1,2,0,1,2,12,-4,1
2,22020,203087,0022000461,"APR 14, 2021",IND @ HOU,W,30,7,10,0.7,4,5,0.8,0,0,0.0,0,2,2,1,2,3,0,3,18,11,1
3,22020,203087,0022000823,"APR 13, 2021",IND vs. LAC,L,14,0,4,0.0,0,3,0.0,3,4,0.75,0,4,4,0,0,0,0,1,3,-11,1
4,22020,203087,0022000811,"APR 11, 2021",IND @ MEM,W,13,1,5,0.2,1,4,0.25,0,0,0.0,0,4,4,0,0,0,0,1,3,-7,1
5,22020,203087,0022000790,"APR 09, 2021",IND @ ORL,W,19,2,5,0.4,0,1,0.0,2,2,1.0,0,3,3,0,1,1,1,2,6,12,1
6,22020,203087,0022000776,"APR 07, 2021",IND vs. MIN,W,20,2,5,0.4,1,2,0.5,2,2,1.0,0,4,4,0,1,3,2,2,7,14,1
7,22020,203087,0022000769,"APR 06, 2021",IND vs. CHI,L,23,4,12,0.333,2,6,0.333,5,5,1.0,2,4,6,1,6,1,1,2,15,-12,1
8,22020,203087,0022000707,"MAR 29, 2021",IND @ WAS,L,15,3,8,0.375,0,2,0.0,0,0,0.0,1,3,4,0,1,1,0,2,6,-5,1
9,22020,203087,0022000690,"MAR 26, 2021",IND @ DAL,W,14,1,5,0.2,0,3,0.0,0,0,0.0,1,0,1,3,1,0,0,0,2,15,1
10,22020,203087,0022000667,"MAR 24, 2021",IND vs. DET,W,15,2,7,0.286,2,3,0.667,1,1,1.0,1,0,1,2,0,0,0,2,7,6,1
11,22020,203087,0022000659,"MAR 22, 2021",IND @ MIL,L,27,8,14,0.571,3,7,0.429,2,2,1.0,1,5,6,5,1,1,1,3,21,6,1
12,22020,203087,0022000645,"MAR 21, 2021",IND @ MIA,W,11,1,7,0.143,0,3,0.0,2,2,1.0,1,2,3,1,0,0,0,2,4,-5,1
13,22020,203087,0022000632,"MAR 19, 2021",IND @ MIA,W,18,3,7,0.429,3,5,0.6,3,3,1.0,0,2,2,1,1,1,0,2,12,3,1
14,22020,203087,0022000585,"MAR 12, 2021",IND @ LAL,L,15,0,3,0.0,0,2,0.0,2,2,1.0,0,2,2,0,0,0,0,1,2,-3,1
15,22020,203087,0022000553,"MAR 04, 2021",IND vs. DEN,L,16,1,9,0.111,0,3,0.0,2,2,1.0,0,1,1,3,0,0,0,1,4,-14,1
16,22020,203087,0022000543,"MAR 03, 2021",IND @ CLE,W,19,4,7,0.571,0,2,0.0,3,3,1.0,0,5,5,2,2,0,0,4,11,2,1
17,22020,203087,0022000515,"FEB 27, 2021",IND @ NYK,L,12,3,8,0.375,2,4,0.5,0,0,0.0,0,0,0,1,1,1,0,1,8,3,1
18,22020,203087,0022000505,"FEB 26, 2021",IND @ BOS,L,19,2,7,0.286,0,3,0.0,3,3,1.0,0,1,1,2,1,1,1,1,7,-8,1
