,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
0,22020,1626192,0022001068,"MAY 16, 2021",MIL @ CHI,L,25,5,10,0.5,2,7,0.286,3,3,1.0,0,1,1,0,2,0,0,0,15,-11,1
1,22020,1626192,0022001062,"MAY 15, 2021",MIL vs. MIA,W,18,0,4,0.0,0,4,0.0,0,0,0.0,1,5,6,0,0,1,1,1,0,3,1
2,22020,1626192,0022001048,"MAY 13, 2021",MIL @ IND,W,17,2,4,0.5,2,3,0.667,0,0,0.0,0,4,4,1,1,0,0,0,6,5,1
3,22020,1626192,0022001038,"MAY 11, 2021",MIL vs. ORL,W,25,1,5,0.2,1,3,0.333,0,0,0.0,1,8,9,1,1,0,1,1,3,2,1
4,22020,1626192,0022001029,"MAY 10, 2021",MIL @ SAS,L,18,0,4,0.0,0,3,0.0,0,0,0.0,1,5,6,1,1,0,0,2,0,-3,1
5,22020,1626192,0022001006,"MAY 07, 2021",MIL vs. HOU,W,28,3,8,0.375,1,6,0.167,0,0,0.0,1,8,9,2,0,0,1,0,7,2,1
6,22020,1626192,0022000235,"MAY 05, 2021",MIL vs. WAS,W,32,6,10,0.6,4,8,0.5,0,0,0.0,2,4,6,3,0,1,1,2,16,7,1
7,22020,1626192,0022000985,"MAY 04, 2021",MIL vs. BKN,W,14,0,1,0.0,0,1,0.0,2,2,1.0,0,3,3,0,0,0,0,2,2,-4,1
8,22020,1626192,0022000967,"MAY 02, 2021",MIL vs. BKN,W,24,1,2,0.5,1,2,0.5,0,0,0.0,0,2,2,2,3,1,1,1,3,1,1
9,22020,1626192,0022000954,"APR 30, 2021",MIL @ CHI,W,27,2,5,0.4,2,3,0.667,0,0,0.0,1,5,6,1,1,0,0,1,6,5,1
10,22020,1626192,0022000945,"APR 29, 2021",MIL @ HOU,L,17,1,6,0.167,1,6,0.167,0,0,0.0,0,3,3,0,1,0,0,0,3,3,1
