,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
0,22017,203079,0021700474,"DEC 22, 2017",MIA vs. DAL,W,9,2,2,1.0,0,0,0.0,0,0,0.0,0,1,1,2,1,0,1,1,4,9,1
1,22017,203079,0021700456,"DEC 20, 2017",MIA @ BOS,W,37,3,11,0.273,0,3,0.0,4,4,1.0,0,3,3,6,1,0,2,0,10,-2,1
2,22017,203079,0021700443,"DEC 18, 2017",MIA @ ATL,L,36,9,17,0.529,2,5,0.4,3,4,0.75,0,3,3,5,1,0,4,4,23,-2,1
3,22017,203079,0021700432,"DEC 16, 2017",MIA vs. LAC,W,30,4,11,0.364,2,6,0.333,3,4,0.75,0,6,6,3,0,1,0,0,13,3,1
4,22017,203079,0021700418,"DEC 15, 2017",MIA @ CHA,W,34,5,14,0.357,0,5,0.0,2,2,1.0,0,4,4,6,1,1,2,2,12,-4,1
5,22017,203079,0021700408,"DEC 13, 2017",MIA vs. POR,L,38,6,18,0.333,2,5,0.4,3,6,0.5,0,2,2,3,0,0,1,3,17,-15,1
6,22017,203079,0021700393,"DEC 11, 2017",MIA @ MEM,W,24,4,5,0.8,0,1,0.0,2,4,0.5,0,2,2,4,2,1,2,3,10,-5,1
7,22017,203079,0021700376,"DEC 09, 2017",MIA @ BKN,W,25,1,10,0.1,0,4,0.0,0,0,0.0,0,1,1,1,0,0,0,1,2,-12,1
8,22017,203079,0021700361,"DEC 06, 2017",MIA @ SAS,L,35,8,12,0.667,4,6,0.667,2,2,1.0,0,1,1,5,0,1,2,2,22,10,1
9,22017,203079,0021700335,"DEC 03, 2017",MIA vs. GSW,L,24,1,10,0.1,0,5,0.0,2,2,1.0,0,1,1,2,0,0,1,0,4,-19,1
10,22017,203079,0021700321,"DEC 01, 2017",MIA vs. CHA,W,30,6,14,0.429,4,9,0.444,3,6,0.5,0,1,1,4,0,0,3,3,19,0,1
11,22017,203079,0021700306,"NOV 29, 2017",MIA @ NYK,L,30,3,10,0.3,1,4,0.25,3,6,0.5,1,0,1,8,1,1,1,2,10,-16,1
12,22017,203079,0021700298,"NOV 28, 2017",MIA @ CLE,L,34,8,19,0.421,3,11,0.273,2,3,0.667,0,1,1,7,0,0,4,0,21,-20,1
13,22017,203079,0021700287,"NOV 26, 2017",MIA @ CHI,W,26,2,10,0.2,1,6,0.167,2,2,1.0,0,5,5,1,0,0,2,0,7,-2,1
14,22017,203079,0021700272,"NOV 24, 2017",MIA @ MIN,W,28,7,15,0.467,3,8,0.375,0,0,0.0,0,1,1,4,2,0,1,2,17,2,2
15,22017,203079,0021700257,"NOV 22, 2017",MIA vs. BOS,W,36,11,24,0.458,4,10,0.4,0,0,0.0,0,2,2,6,0,0,1,3,26,1,2
16,22017,203079,0021700235,"NOV 19, 2017",MIA vs. IND,L,26,0,10,0.0,0,3,0.0,0,0,0.0,2,0,2,1,2,0,1,1,0,-24,1
17,22017,203079,0021700218,"NOV 17, 2017",MIA @ WAS,W,32,4,13,0.308,3,8,0.375,2,2,1.0,1,3,4,3,1,1,2,0,13,6,1
18,22017,203079,0021700205,"NOV 15, 2017",MIA vs. WAS,L,35,7,18,0.389,3,8,0.375,2,2,1.0,1,1,2,5,0,0,5,5,19,5,1
19,22017,203079,0021700189,"NOV 12, 2017",MIA @ DET,L,32,7,17,0.412,2,9,0.222,0,0,0.0,1,3,4,5,3,0,4,3,16,3,1
20,22017,203079,0021700175,"NOV 10, 2017",MIA @ UTA,W,32,7,20,0.35,3,6,0.5,4,4,1.0,0,2,2,1,0,0,4,2,21,24,1
21,22017,203079,0021700162,"NOV 08, 2017",MIA @ PHX,W,26,6,14,0.429,2,4,0.5,2,2,1.0,0,3,3,3,0,0,6,6,16,12,1
22,22017,203079,0021700127,"NOV 03, 2017",MIA @ DEN,L,31,6,12,0.5,3,7,0.429,0,0,0.0,0,3,3,3,0,0,3,2,15,-1,1
23,22017,203079,0021700110,"NOV 01, 2017",MIA vs. CHI,W,33,5,12,0.417,1,3,0.333,2,2,1.0,1,6,7,7,0,0,4,2,13,-7,2
24,22017,203079,0021700093,"OCT 30, 2017",MIA vs. MIN,L,39,14,28,0.5,1,8,0.125,4,5,0.8,1,4,5,4,3,0,5,2,33,-10,1
25,22017,203079,0021700078,"OCT 28, 2017",MIA vs. BOS,L,24,2,8,0.25,1,4,0.25,0,0,0.0,0,5,5,2,1,0,2,3,5,-5,1
26,22017,203079,0021700059,"OCT 25, 2017",MIA vs. SAS,L,40,6,15,0.4,2,7,0.286,3,4,0.75,0,2,2,5,0,0,0,1,17,-10,1
27,22017,203079,0021700042,"OCT 23, 2017",MIA vs. ATL,W,23,4,8,0.5,2,3,0.667,0,0,0.0,0,2,2,1,0,1,3,3,10,1,1
28,22017,203079,0021700029,"OCT 21, 2017",MIA vs. IND,W,33,8,16,0.5,2,6,0.333,1,3,0.333,0,1,1,2,2,1,1,4,19,-1,1
29,22017,203079,0021700005,"OCT 18, 2017",MIA @ ORL,L,38,7,17,0.412,1,6,0.167,0,0,0.0,0,0,0,4,2,1,3,1,15,-6,1
