,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
0,22017,201936,0021701072,"MAR 22, 2018",MEM @ CHA,L,19,7,11,0.636,1,2,0.5,1,4,0.25,1,6,7,4,1,1,6,2,16,-21,1
1,22017,201936,0021701040,"MAR 17, 2018",MEM vs. DEN,W,38,6,19,0.316,2,7,0.286,6,8,0.75,1,2,3,7,2,1,3,3,20,7,1
2,22017,201936,0021701024,"MAR 15, 2018",MEM vs. CHI,L,33,8,18,0.444,5,9,0.556,4,5,0.8,0,5,5,9,2,0,3,1,25,15,1
3,22017,201936,0021700878,"FEB 23, 2018",MEM vs. CLE,L,31,5,13,0.385,3,7,0.429,2,2,1.0,1,3,4,10,3,0,4,0,15,-1,1
4,22017,201936,0021700861,"FEB 14, 2018",MEM vs. OKC,L,31,8,18,0.444,4,7,0.571,3,5,0.6,1,8,9,7,1,1,3,2,23,0,1
5,22017,201936,0021700839,"FEB 11, 2018",MEM @ OKC,L,26,3,11,0.273,1,4,0.25,5,6,0.833,1,4,5,3,0,0,4,3,12,-10,1
6,22017,201936,0021700740,"JAN 29, 2018",MEM vs. PHX,W,26,11,17,0.647,3,5,0.6,2,2,1.0,1,0,1,4,1,0,1,2,27,25,1
7,22017,201936,0021700690,"JAN 22, 2018",MEM vs. PHI,W,35,6,16,0.375,1,5,0.2,5,7,0.714,0,4,4,8,1,0,2,2,18,11,1
8,22017,201936,0021700677,"JAN 20, 2018",MEM @ NOP,L,35,3,16,0.188,2,9,0.222,4,4,1.0,0,4,4,6,0,0,3,2,12,-3,1
9,22017,201936,0021700670,"JAN 19, 2018",MEM vs. SAC,W,28,4,15,0.267,1,5,0.2,5,6,0.833,2,4,6,5,1,0,4,0,14,9,1
10,22017,201936,0021700658,"JAN 17, 2018",MEM vs. NYK,W,34,9,21,0.429,2,7,0.286,3,3,1.0,1,5,6,10,1,0,2,2,23,11,1
11,22017,201936,0021700645,"JAN 15, 2018",MEM vs. LAL,W,36,7,15,0.467,1,4,0.25,0,0,0.0,2,7,9,12,1,0,2,2,15,0,1
12,22017,201936,0021700625,"JAN 12, 2018",MEM @ DEN,L,32,5,13,0.385,2,7,0.286,0,0,0.0,1,2,3,4,2,0,5,2,12,-13,1
13,22017,201936,0021700609,"JAN 10, 2018",MEM vs. NOP,W,33,10,24,0.417,2,6,0.333,6,7,0.857,1,5,6,3,1,0,1,0,28,23,1
14,22017,201936,0021700575,"JAN 05, 2018",MEM vs. WAS,L,32,10,24,0.417,3,10,0.3,3,3,1.0,0,5,5,7,1,0,3,3,26,16,1
