,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
0,22017,101133,0021701222,"APR 11, 2018",WAS @ ORL,L,17,1,5,0.2,0,0,0.0,1,2,0.5,2,3,5,0,0,0,1,3,3,5,1
1,22017,101133,0021701215,"APR 10, 2018",WAS vs. BOS,W,21,1,3,0.333,0,0,0.0,1,2,0.5,1,7,8,0,0,0,2,2,3,11,1
2,22017,101133,0021701176,"APR 05, 2018",WAS @ CLE,L,11,1,3,0.333,0,0,0.0,0,0,0.0,0,2,2,0,1,2,3,3,2,6,1
3,22017,101133,0021701161,"APR 03, 2018",WAS @ HOU,L,4,0,0,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,1,0,0,-3,1
4,22017,101133,0021701138,"MAR 31, 2018",WAS vs. CHA,W,18,0,1,0.0,0,0,0.0,2,4,0.5,2,1,3,3,1,1,0,3,2,0,1
5,22017,101133,0021701124,"MAR 29, 2018",WAS @ DET,L,9,2,4,0.5,0,0,0.0,0,0,0.0,1,1,2,0,0,0,1,2,4,-4,1
6,22017,101133,0021701108,"MAR 27, 2018",WAS vs. SAS,W,21,4,7,0.571,0,0,0.0,0,0,0.0,3,2,5,2,1,1,1,5,8,-7,1
7,22017,101133,0021701098,"MAR 25, 2018",WAS vs. NYK,L,7,3,4,0.75,0,0,0.0,0,0,0.0,2,2,4,0,1,0,1,0,6,-4,1
8,22017,101133,0021701079,"MAR 23, 2018",WAS vs. DEN,L,13,4,7,0.571,0,0,0.0,0,0,0.0,2,3,5,1,0,0,4,4,8,-10,1
9,22017,101133,0021701071,"MAR 21, 2018",WAS @ SAS,L,24,4,8,0.5,0,1,0.0,4,5,0.8,2,1,3,3,2,0,0,5,12,12,1
10,22017,101133,0021701035,"MAR 17, 2018",WAS vs. IND,W,9,2,3,0.667,0,0,0.0,1,2,0.5,3,2,5,0,0,0,3,1,5,-6,1
11,22017,101133,0021701017,"MAR 14, 2018",WAS @ BOS,W,26,6,9,0.667,0,0,0.0,2,2,1.0,6,5,11,1,1,1,2,3,14,2,1
12,22017,101133,0021701006,"MAR 13, 2018",WAS vs. MIN,L,23,5,7,0.714,0,0,0.0,0,0,0.0,5,4,9,0,2,1,1,3,10,-11,1
13,22017,101133,0021700982,"MAR 09, 2018",WAS @ NOP,W,6,0,2,0.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,1,2,0,-2,1
14,22017,101133,0021700959,"MAR 06, 2018",WAS vs. MIA,W,4,1,3,0.333,0,0,0.0,0,0,0.0,0,2,2,0,0,0,1,1,2,-10,1
15,22017,101133,0021700945,"MAR 04, 2018",WAS vs. IND,L,24,3,5,0.6,0,0,0.0,2,4,0.5,3,6,9,1,0,1,3,3,8,11,1
16,22017,101133,0021700929,"MAR 02, 2018",WAS vs. TOR,L,14,2,5,0.4,0,0,0.0,2,4,0.5,5,1,6,1,0,1,1,3,6,-8,1
17,22017,101133,0021700917,"FEB 28, 2018",WAS vs. GSW,L,16,2,3,0.667,0,0,0.0,0,0,0.0,1,2,3,0,1,1,3,2,4,-5,2
18,22017,101133,0021700910,"FEB 27, 2018",WAS @ MIL,W,18,3,6,0.5,0,0,0.0,2,5,0.4,2,3,5,2,0,0,1,3,8,-2,1
