,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
0,Shot Chart Detail,0021700016,314,201147,Corey Brewer,1610612747,Los Angeles Lakers,2,2,33,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,9,20,1,1,20171019,LAL,LAC
1,Shot Chart Detail,0021700016,681,201147,Corey Brewer,1610612747,Los Angeles Lakers,4,0,44,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-232,69,1,0,20171019,LAL,LAC
2,Shot Chart Detail,0021700026,21,201147,Corey Brewer,1610612747,Los Angeles Lakers,1,10,24,Missed Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,3,1,1,0,20171020,PHX,LAL
3,Shot Chart Detail,0021700026,91,201147,Corey Brewer,1610612747,Los Angeles Lakers,1,6,43,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,14,1,1,20171020,PHX,LAL
4,Shot Chart Detail,0021700026,104,201147,Corey Brewer,1610612747,Los Angeles Lakers,1,5,44,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,13,16,1,0,20171020,PHX,LAL
5,Shot Chart Detail,0021700026,335,201147,Corey Brewer,1610612747,Los Angeles Lakers,2,2,32,Missed Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,17,1,0,20171020,PHX,LAL
6,Shot Chart Detail,0021700026,421,201147,Corey Brewer,1610612747,Los Angeles Lakers,3,9,6,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,2,1,1,20171020,PHX,LAL
7,Shot Chart Detail,0021700026,426,201147,Corey Brewer,1610612747,Los Angeles Lakers,3,8,34,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,2,62,1,0,20171020,PHX,LAL
8,Shot Chart Detail,0021700040,144,201147,Corey Brewer,1610612747,Los Angeles Lakers,1,1,40,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,7,11,1,1,20171022,LAL,NOP
9,Shot Chart Detail,0021700064,458,201147,Corey Brewer,1610612747,Los Angeles Lakers,3,1,16,Missed Shot,Driving Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-6,33,1,0,20171025,LAL,WAS
10,Shot Chart Detail,0021700076,156,201147,Corey Brewer,1610612747,Los Angeles Lakers,2,10,20,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,11,24,1,0,20171027,LAL,TOR
11,Shot Chart Detail,0021700082,482,201147,Corey Brewer,1610612747,Los Angeles Lakers,4,11,42,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-229,32,1,0,20171028,UTA,LAL
12,Shot Chart Detail,0021700082,515,201147,Corey Brewer,1610612747,Los Angeles Lakers,4,8,31,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,27,17,1,1,20171028,UTA,LAL
13,Shot Chart Detail,0021700082,536,201147,Corey Brewer,1610612747,Los Angeles Lakers,4,6,52,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,9,64,71,1,0,20171028,UTA,LAL
14,Shot Chart Detail,0021700104,450,201147,Corey Brewer,1610612747,Los Angeles Lakers,4,9,53,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-228,36,1,0,20171031,LAL,DET
15,Shot Chart Detail,0021700118,484,201147,Corey Brewer,1610612747,Los Angeles Lakers,4,10,43,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,3,20,1,1,20171102,POR,LAL
16,Shot Chart Detail,0021700145,423,201147,Corey Brewer,1610612747,Los Angeles Lakers,3,3,9,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,22,1,1,20171105,LAL,MEM
