,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
0,Shot Chart Detail,0021700006,107,203118,Mike Scott,1610612764,Washington Wizards,1,3,48,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,13,29,1,1,20171018,WAS,PHI
1,Shot Chart Detail,0021700006,154,203118,Mike Scott,1610612764,Washington Wizards,1,0,56,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,13,251,1,1,20171018,WAS,PHI
2,Shot Chart Detail,0021700006,515,203118,Mike Scott,1610612764,Washington Wizards,3,0,39,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,68,278,1,0,20171018,WAS,PHI
3,Shot Chart Detail,0021700006,533,203118,Mike Scott,1610612764,Washington Wizards,4,11,39,Missed Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,14,41,142,1,0,20171018,WAS,PHI
4,Shot Chart Detail,0021700006,539,203118,Mike Scott,1610612764,Washington Wizards,4,11,16,Made Shot,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-18,59,1,1,20171018,WAS,PHI
5,Shot Chart Detail,0021700006,545,203118,Mike Scott,1610612764,Washington Wizards,4,10,41,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,202,161,1,0,20171018,WAS,PHI
6,Shot Chart Detail,0021700020,196,203118,Mike Scott,1610612764,Washington Wizards,2,8,20,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,13,-32,133,1,1,20171020,WAS,DET
7,Shot Chart Detail,0021700020,253,203118,Mike Scott,1610612764,Washington Wizards,2,3,41,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-8,4,1,1,20171020,WAS,DET
8,Shot Chart Detail,0021700020,500,203118,Mike Scott,1610612764,Washington Wizards,4,10,16,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,20,1,1,20171020,WAS,DET
9,Shot Chart Detail,0021700020,518,203118,Mike Scott,1610612764,Washington Wizards,4,9,6,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-74,148,1,0,20171020,WAS,DET
