,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
0,Shot Chart Detail,0021700009,103,1627098,Malcolm Delaney,1610612737,Atlanta Hawks,1,2,20,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,42,169,1,0,20171018,DAL,ATL
1,Shot Chart Detail,0021700009,118,1627098,Malcolm Delaney,1610612737,Atlanta Hawks,1,1,25,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-71,164,1,1,20171018,DAL,ATL
2,Shot Chart Detail,0021700009,166,1627098,Malcolm Delaney,1610612737,Atlanta Hawks,2,10,19,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-115,254,1,1,20171018,DAL,ATL
3,Shot Chart Detail,0021700009,486,1627098,Malcolm Delaney,1610612737,Atlanta Hawks,3,0,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,92,252,1,0,20171018,DAL,ATL
4,Shot Chart Detail,0021700017,112,1627098,Malcolm Delaney,1610612737,Atlanta Hawks,1,3,59,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,-19,195,1,0,20171020,CHA,ATL
5,Shot Chart Detail,0021700017,154,1627098,Malcolm Delaney,1610612737,Atlanta Hawks,1,1,36,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,8,5,1,1,20171020,CHA,ATL
6,Shot Chart Detail,0021700017,280,1627098,Malcolm Delaney,1610612737,Atlanta Hawks,2,3,38,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,90,122,1,0,20171020,CHA,ATL
7,Shot Chart Detail,0021700017,315,1627098,Malcolm Delaney,1610612737,Atlanta Hawks,2,1,14,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-143,215,1,0,20171020,CHA,ATL
8,Shot Chart Detail,0021700017,331,1627098,Malcolm Delaney,1610612737,Atlanta Hawks,2,0,0,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-85,128,1,0,20171020,CHA,ATL
9,Shot Chart Detail,0021700017,627,1627098,Malcolm Delaney,1610612737,Atlanta Hawks,4,5,33,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,71,256,1,0,20171020,CHA,ATL
10,Shot Chart Detail,0021700038,149,1627098,Malcolm Delaney,1610612737,Atlanta Hawks,1,0,59,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,10,70,76,1,0,20171022,BKN,ATL
11,Shot Chart Detail,0021700038,209,1627098,Malcolm Delaney,1610612737,Atlanta Hawks,2,9,28,Missed Shot,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-45,34,1,0,20171022,BKN,ATL
12,Shot Chart Detail,0021700038,615,1627098,Malcolm Delaney,1610612737,Atlanta Hawks,4,11,7,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-221,15,1,1,20171022,BKN,ATL
13,Shot Chart Detail,0021700038,628,1627098,Malcolm Delaney,1610612737,Atlanta Hawks,4,10,9,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-85,178,1,0,20171022,BKN,ATL
14,Shot Chart Detail,0021700038,769,1627098,Malcolm Delaney,1610612737,Atlanta Hawks,4,2,4,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,13,94,1,0,20171022,BKN,ATL
15,Shot Chart Detail,0021700042,39,1627098,Malcolm Delaney,1610612737,Atlanta Hawks,1,8,18,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Right Side(R),8-16 ft.,14,74,127,1,0,20171023,MIA,ATL
16,Shot Chart Detail,0021700042,167,1627098,Malcolm Delaney,1610612737,Atlanta Hawks,2,10,13,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,84,163,1,0,20171023,MIA,ATL
17,Shot Chart Detail,0021700042,207,1627098,Malcolm Delaney,1610612737,Atlanta Hawks,2,6,31,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-6,164,1,1,20171023,MIA,ATL
18,Shot Chart Detail,0021700042,239,1627098,Malcolm Delaney,1610612737,Atlanta Hawks,2,3,6,Missed Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,10,1,0,20171023,MIA,ATL
19,Shot Chart Detail,0021700042,253,1627098,Malcolm Delaney,1610612737,Atlanta Hawks,2,1,32,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-25,40,1,0,20171023,MIA,ATL
