,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0,0021600232,1610612761,TOR,Toronto,201960,DeMarre Carroll,F,,25:44,120.7,118.4,100.8,100.0,20.0,18.4,0.067,0.0,9.1,0.0,0.043,0.02,0.0,0.667,0.709,0.175,0.178,89.24,90.47,75.39,49,0.116
1,0021600232,1610612761,TOR,Toronto,1627783,Pascal Siakam,F,,22:56,113.0,112.2,109.5,110.0,3.5,2.2,0.0,0.0,0.0,0.125,0.19,0.156,28.6,0.667,0.63,0.146,0.147,84.68,84.77,70.64,41,0.082
2,0021600232,1610612761,TOR,Toronto,202685,Jonas Valanciunas,C,,31:10,107.5,106.8,102.4,101.8,5.1,5.0,0.0,0.0,0.0,0.097,0.143,0.119,8.3,0.545,0.545,0.176,0.18,88.76,89.35,74.45,59,0.082
3,0021600232,1610612761,TOR,Toronto,201942,DeMar DeRozan,G,,34:50,120.5,120.3,114.4,114.3,6.1,6.0,0.222,4.0,14.8,0.029,0.2,0.109,3.7,0.5,0.58,0.311,0.315,87.42,87.5,72.92,64,0.189
4,0021600232,1610612761,TOR,Toronto,200768,Kyle Lowry,G,,37:05,122.2,121.7,114.8,114.5,7.5,7.2,0.261,3.0,26.1,0.029,0.129,0.076,8.7,0.6,0.615,0.215,0.219,89.03,89.31,74.43,69,0.137
5,0021600232,1610612761,TOR,Toronto,202709,Cory Joseph,,,27:04,109.3,113.7,108.6,107.8,0.7,5.9,0.158,3.0,20.0,0.037,0.125,0.078,6.7,0.409,0.409,0.214,0.21,91.95,90.42,75.35,51,0.07
6,0021600232,1610612761,TOR,Toronto,202335,Patrick Patterson,,,25:04,121.3,122.9,114.4,114.6,6.9,8.3,0.158,0.0,27.3,0.043,0.19,0.114,0.0,0.643,0.698,0.151,0.152,92.6,91.91,76.6,48,0.102
7,0021600232,1610612761,TOR,Toronto,203512,Lucas Nogueira,,,15:49,132.1,135.7,128.7,123.3,3.5,12.4,0.0,0.0,0.0,0.0,0.071,0.033,50.0,0.0,0.0,0.065,0.063,87.28,88.01,73.34,28,-0.045
8,0021600232,1610612761,TOR,Toronto,203082,Terrence Ross,,,20:18,115.6,113.5,124.9,123.7,-9.2,-10.2,0.071,1.0,11.1,0.056,0.0,0.028,11.1,0.571,0.571,0.2,0.203,87.44,88.67,73.89,37,0.055
9,0021600232,1610612761,TOR,Toronto,1627751,Jakob Poeltl,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
10,0021600232,1610612761,TOR,Toronto,1626181,Norman Powell,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
11,0021600232,1610612761,TOR,Toronto,1626153,Delon Wright,,DND - Right shoulder surgery,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
12,0021600232,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,F,,35:05,122.9,123.4,131.2,130.2,-8.3,-6.7,0.579,2.75,31.4,0.0,0.188,0.097,11.4,0.706,0.738,0.348,0.346,86.71,86.88,72.4,64,0.232
13,0021600232,1610612749,MIL,Milwaukee,203953,Jabari Parker,F,,33:25,116.4,116.1,123.1,120.6,-6.7,-4.5,0.0,0.0,0.0,0.042,0.086,0.068,11.8,0.464,0.47,0.27,0.271,88.74,89.78,74.81,62,0.027
14,0021600232,1610612749,MIL,Milwaukee,203101,Miles Plumlee,C,,19:56,106.4,102.8,124.6,122.9,-18.1,-20.1,0.077,1.0,20.0,0.063,0.118,0.091,20.0,1.0,0.868,0.105,0.109,83.41,85.48,71.24,36,0.107
15,0021600232,1610612749,MIL,Milwaukee,203503,Tony Snell,G,,32:56,116.2,115.3,122.9,123.0,-6.7,-7.7,0.0,0.0,0.0,0.0,0.097,0.051,0.0,0.667,0.667,0.188,0.189,87.13,87.45,72.87,59,0.089
16,0021600232,1610612749,MIL,Milwaukee,203521,Matthew Dellavedova,G,,29:21,120.8,116.4,128.9,127.8,-8.1,-11.4,0.381,4.0,42.1,0.045,0.077,0.063,10.5,0.611,0.583,0.186,0.193,87.07,89.13,74.28,55,0.104
17,0021600232,1610612749,MIL,Milwaukee,1627763,Malcolm Brogdon,,,18:39,99.1,97.2,100.4,102.9,-1.4,-5.6,0.083,0.0,16.7,0.0,0.0,0.0,0.0,0.8,0.8,0.128,0.13,91.57,91.37,76.14,36,0.125
18,0021600232,1610612749,MIL,Milwaukee,202328,Greg Monroe,,,18:59,95.9,94.4,94.7,97.2,1.2,-2.8,0.091,1.0,10.0,0.19,0.273,0.233,10.0,0.5,0.5,0.225,0.228,91.53,91.03,75.86,36,0.161
19,0021600232,1610612749,MIL,Milwaukee,201563,Michael Beasley,,,15:34,94.9,96.4,99.7,103.3,-4.8,-6.9,0.182,2.0,20.0,0.0,0.471,0.235,10.0,0.143,0.143,0.25,0.247,91.77,89.42,74.52,28,0.055
20,0021600232,1610612749,MIL,Milwaukee,203141,Mirza Teletovic,,,12:43,119.2,111.5,117.9,120.0,1.3,-8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.133,0.141,93.91,96.25,80.21,26,0.067
21,0021600232,1610612749,MIL,Milwaukee,1891,Jason Terry,,,23:22,109.8,111.1,108.6,109.1,1.2,2.0,0.1,0.0,66.7,0.0,0.043,0.024,0.0,0.0,0.0,0.021,0.021,92.15,91.41,76.18,45,0.006
22,0021600232,1610612749,MIL,Milwaukee,203089,John Henson,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
23,0021600232,1610612749,MIL,Milwaukee,1627748,Thon Maker,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
24,0021600232,1610612749,MIL,Milwaukee,1626173,Rashad Vaughn,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
