,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
0,Shot Chart Detail,0022000010,31,203469,Cody Zeller,1610612766,Charlotte Hornets,1,9,53,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,130,216,1,0,20201223,CLE,CHA
1,Shot Chart Detail,0022000010,49,203469,Cody Zeller,1610612766,Charlotte Hornets,1,8,39,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,9,1,1,20201223,CLE,CHA
2,Shot Chart Detail,0022000010,63,203469,Cody Zeller,1610612766,Charlotte Hornets,1,7,35,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-96,235,1,0,20201223,CLE,CHA
3,Shot Chart Detail,0022000010,241,203469,Cody Zeller,1610612766,Charlotte Hornets,2,7,4,Made Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-5,50,1,1,20201223,CLE,CHA
4,Shot Chart Detail,0022000010,263,203469,Cody Zeller,1610612766,Charlotte Hornets,2,5,59,Made Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,52,55,1,1,20201223,CLE,CHA
5,Shot Chart Detail,0022000010,387,203469,Cody Zeller,1610612766,Charlotte Hornets,3,8,30,Missed Shot,Turnaround Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,16,1,0,20201223,CLE,CHA
6,Shot Chart Detail,0022000215,19,203469,Cody Zeller,1610612766,Charlotte Hornets,1,9,57,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,4,20,1,1,20210207,CHA,WAS
7,Shot Chart Detail,0022000215,21,203469,Cody Zeller,1610612766,Charlotte Hornets,1,9,44,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,11,256,1,1,20210207,CHA,WAS
8,Shot Chart Detail,0022000215,25,203469,Cody Zeller,1610612766,Charlotte Hornets,1,9,21,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,7,1,1,20210207,CHA,WAS
9,Shot Chart Detail,0022000215,33,203469,Cody Zeller,1610612766,Charlotte Hornets,1,8,36,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,1,20210207,CHA,WAS
10,Shot Chart Detail,0022000215,42,203469,Cody Zeller,1610612766,Charlotte Hornets,1,7,51,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-5,8,1,0,20210207,CHA,WAS
11,Shot Chart Detail,0022000215,83,203469,Cody Zeller,1610612766,Charlotte Hornets,1,4,53,Made Shot,Floating Jump shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,5,31,1,1,20210207,CHA,WAS
12,Shot Chart Detail,0022000215,103,203469,Cody Zeller,1610612766,Charlotte Hornets,1,2,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,165,190,1,0,20210207,CHA,WAS
13,Shot Chart Detail,0022000215,244,203469,Cody Zeller,1610612766,Charlotte Hornets,2,6,10,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,26,258,1,0,20210207,CHA,WAS
14,Shot Chart Detail,0022000215,579,203469,Cody Zeller,1610612766,Charlotte Hornets,4,9,5,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-6,21,1,1,20210207,CHA,WAS
15,Shot Chart Detail,0022000229,71,203469,Cody Zeller,1610612766,Charlotte Hornets,1,5,58,Missed Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,17,1,0,20210122,CHA,CHI
16,Shot Chart Detail,0022000229,73,203469,Cody Zeller,1610612766,Charlotte Hornets,1,5,55,Made Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,17,1,1,20210122,CHA,CHI
17,Shot Chart Detail,0022000229,76,203469,Cody Zeller,1610612766,Charlotte Hornets,1,5,32,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,157,192,1,0,20210122,CHA,CHI
18,Shot Chart Detail,0022000229,481,203469,Cody Zeller,1610612766,Charlotte Hornets,3,2,18,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,2,1,1,20210122,CHA,CHI
19,Shot Chart Detail,0022000252,84,203469,Cody Zeller,1610612766,Charlotte Hornets,1,5,21,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,4,1,1,20210124,ORL,CHA
20,Shot Chart Detail,0022000252,94,203469,Cody Zeller,1610612766,Charlotte Hornets,1,4,29,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,-3,1,0,20210124,ORL,CHA
21,Shot Chart Detail,0022000252,138,203469,Cody Zeller,1610612766,Charlotte Hornets,1,1,19,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,37,4,1,0,20210124,ORL,CHA
22,Shot Chart Detail,0022000252,154,203469,Cody Zeller,1610612766,Charlotte Hornets,1,0,0,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20210124,ORL,CHA
23,Shot Chart Detail,0022000252,304,203469,Cody Zeller,1610612766,Charlotte Hornets,2,2,7,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,0,1,0,20210124,ORL,CHA
24,Shot Chart Detail,0022000252,393,203469,Cody Zeller,1610612766,Charlotte Hornets,3,6,58,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,12,29,1,1,20210124,ORL,CHA
