,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
0,Shot Chart Detail,0022000041,135,200765,Rajon Rondo,1610612737,Atlanta Hawks,1,0,16,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-2,21,1,1,20201228,ATL,DET
1,Shot Chart Detail,0022000041,159,200765,Rajon Rondo,1610612737,Atlanta Hawks,2,10,8,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,7,1,1,20201228,ATL,DET
2,Shot Chart Detail,0022000041,454,200765,Rajon Rondo,1610612737,Atlanta Hawks,3,2,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,183,188,1,1,20201228,ATL,DET
3,Shot Chart Detail,0022000041,458,200765,Rajon Rondo,1610612737,Atlanta Hawks,3,2,18,Missed Shot,Turnaround Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-5,43,1,0,20201228,ATL,DET
4,Shot Chart Detail,0022000041,495,200765,Rajon Rondo,1610612737,Atlanta Hawks,3,0,1,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,206,178,1,1,20201228,ATL,DET
5,Shot Chart Detail,0022000041,511,200765,Rajon Rondo,1610612737,Atlanta Hawks,4,10,45,Missed Shot,Driving Bank Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,11,21,1,0,20201228,ATL,DET
6,Shot Chart Detail,0022000041,558,200765,Rajon Rondo,1610612737,Atlanta Hawks,4,7,43,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,17,18,171,1,1,20201228,ATL,DET
7,Shot Chart Detail,0022000041,563,200765,Rajon Rondo,1610612737,Atlanta Hawks,4,7,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-160,208,1,0,20201228,ATL,DET
8,Shot Chart Detail,0022000057,156,200765,Rajon Rondo,1610612737,Atlanta Hawks,1,0,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,158,194,1,0,20201230,BKN,ATL
9,Shot Chart Detail,0022000057,565,200765,Rajon Rondo,1610612737,Atlanta Hawks,4,9,30,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,154,209,1,0,20201230,BKN,ATL
10,Shot Chart Detail,0022000186,149,200765,Rajon Rondo,1610612737,Atlanta Hawks,1,0,51,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,131,9,1,0,20210115,UTA,ATL
11,Shot Chart Detail,0022000186,188,200765,Rajon Rondo,1610612737,Atlanta Hawks,2,9,52,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,22,207,75,1,0,20210115,UTA,ATL
12,Shot Chart Detail,0022000186,200,200765,Rajon Rondo,1610612737,Atlanta Hawks,2,8,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-96,251,1,0,20210115,UTA,ATL
13,Shot Chart Detail,0022000186,306,200765,Rajon Rondo,1610612737,Atlanta Hawks,2,1,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-124,163,1,0,20210115,UTA,ATL
14,Shot Chart Detail,0022000195,195,200765,Rajon Rondo,1610612737,Atlanta Hawks,2,9,1,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,1,34,1,0,20210116,POR,ATL
15,Shot Chart Detail,0022000195,514,200765,Rajon Rondo,1610612737,Atlanta Hawks,4,10,55,Missed Shot,Driving Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,21,11,1,0,20210116,POR,ATL
