,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
0,0022000926,1610612742,DAL,Dallas,1627827,Dorian Finney-Smith,F,,33:00,93.9,92.4,114.9,113.6,-21.0,-21.2,0.19,4.0,28.6,0.098,0.115,0.104,7.1,0.556,0.556,0.132,0.135,94.72,96.0,80.0,66,0.102
1,0022000926,1610612742,DAL,Dallas,1628467,Maxi Kleber,F,,9:42,65.4,65.0,125.0,119.0,-59.6,-54.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,1.0,0.1,0.101,98.67,101.44,84.54,20,0.027
2,0022000926,1610612742,DAL,Dallas,203939,Dwight Powell,C,,12:41,71.0,65.5,129.7,128.6,-58.7,-63.1,0.0,0.0,0.0,0.063,0.3,0.154,16.7,0.5,0.512,0.2,0.216,103.17,107.86,89.88,29,0.043
3,0022000926,1610612742,DAL,Dallas,203501,Tim Hardaway Jr.,G,,28:53,89.9,88.3,121.1,121.7,-31.2,-33.3,0.143,0.0,9.1,0.0,0.05,0.018,0.0,0.475,0.475,0.299,0.303,99.11,99.74,83.12,60,0.063
4,0022000926,1610612742,DAL,Dallas,1629029,Luka Doncic,G,,37:54,108.5,105.3,127.1,128.6,-18.5,-23.3,0.348,2.0,22.9,0.0,0.267,0.105,11.4,0.5,0.53,0.303,0.311,96.03,96.89,80.74,76,0.12
5,0022000926,1610612742,DAL,Dallas,1626161,Willie Cauley-Stein,,,26:47,121.9,116.4,110.7,111.5,11.2,4.8,0.0,0.0,0.0,0.107,0.174,0.137,12.5,0.667,0.546,0.125,0.132,94.02,95.88,79.9,55,0.098
6,0022000926,1610612742,DAL,Dallas,1628973,Jalen Brunson,,,17:43,123.3,122.9,115.6,115.2,7.7,7.7,0.188,0.0,25.0,0.059,0.0,0.031,0.0,0.333,0.371,0.214,0.22,91.79,92.12,76.76,35,0.06
7,0022000926,1610612742,DAL,Dallas,1629740,Nicolo Melli,,,20:26,137.5,134.2,121.6,123.7,15.9,10.5,0.05,1.0,20.0,0.111,0.182,0.15,20.0,0.0,0.0,0.087,0.089,88.94,89.27,74.39,38,0.022
8,0022000926,1610612742,DAL,Dallas,1630182,Josh Green,,,16:10,160.3,151.5,110.6,112.9,49.6,38.6,0.053,0.0,33.3,0.083,0.111,0.1,0.0,0.5,0.5,0.051,0.055,93.34,95.06,79.22,33,0.054
9,0022000926,1610612742,DAL,Dallas,203504,Trey Burke,,,28:13,130.5,128.1,105.2,107.1,25.3,20.9,0.238,0.0,26.3,0.034,0.038,0.036,0.0,0.679,0.679,0.212,0.219,96.11,96.11,80.09,57,0.165
10,0022000926,1610612742,DAL,Dallas,1626246,Boban Marjanovic,,,8:32,154.6,153.3,120.6,118.8,34.0,34.6,0.0,0.0,0.0,0.125,0.0,0.063,16.7,1.0,1.025,0.3,0.302,86.18,87.19,72.66,15,0.193
11,0022000926,1610612742,DAL,Dallas,1630189,Tyler Bey,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
12,0022000926,1610612742,DAL,Dallas,1630207,Nate Hinton,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
13,0022000926,1610612742,DAL,Dallas,204001,Kristaps Porzingis,,DNP - Injury/Illness,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
14,0022000926,1610612742,DAL,Dallas,200755,JJ Redick,,DNP - Injury/Illness,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
15,0022000926,1610612758,SAC,Sacramento,203084,Harrison Barnes,F,,23:44,124.7,118.4,111.2,110.6,13.5,7.7,0.133,2.0,14.3,0.053,0.217,0.143,7.1,0.85,0.873,0.226,0.238,94.33,97.08,80.9,49,0.191
16,0022000926,1610612758,SAC,Sacramento,203090,Maurice Harkless,F,,35:04,124.8,124.7,108.9,105.5,15.9,19.2,0.031,1.0,16.7,0.0,0.1,0.06,16.7,0.5,0.798,0.062,0.063,98.31,99.92,83.27,73,0.052
17,0022000926,1610612758,SAC,Sacramento,1626158,Richaun Holmes,C,,25:28,114.2,112.5,99.3,93.0,15.0,19.5,0.0,0.0,0.0,0.1,0.138,0.122,11.8,0.75,0.82,0.283,0.292,102.31,106.49,88.74,56,0.208
18,0022000926,1610612758,SAC,Sacramento,1627741,Buddy Hield,G,,30:37,120.0,120.3,107.9,103.1,12.1,17.2,0.227,2.5,25.0,0.0,0.132,0.081,10.0,0.583,0.621,0.214,0.217,98.96,101.12,84.27,64,0.112
19,0022000926,1610612758,SAC,Sacramento,1630169,Tyrese Haliburton,G,,36:13,119.1,117.6,104.2,102.7,14.9,14.8,0.4,2.5,33.3,0.0,0.119,0.071,13.3,0.438,0.438,0.241,0.247,96.09,97.42,81.18,74,0.119
20,0022000926,1610612758,SAC,Sacramento,1627745,Damian Jones,,,22:32,122.7,125.0,130.0,126.2,-7.4,-1.2,0.059,0.5,11.1,0.19,0.13,0.159,22.2,0.6,0.633,0.167,0.164,86.83,87.34,72.78,40,0.073
21,0022000926,1610612758,SAC,Sacramento,1626153,Delon Wright,,,21:50,96.2,97.7,114.4,106.8,-18.2,-9.1,0.077,0.5,8.3,0.125,0.158,0.14,16.7,0.389,0.371,0.216,0.217,93.13,95.64,79.7,43,0.05
